filename,final_path,doc_type,doc_type_semantic,publish_year,reported_hunt_year_inferred,model_target_year,target_year_rule,year_mismatch_flag,needs_relocation,recommended_year_folder,recommended_path
80165f60__cougar_Drawing odds.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\80165f60__cougar_Drawing odds.pdf,draw_odds,draw_results,2021,unknown,2021,draw_or_harvest_reported_year_plus_one,no,no,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\draw_odds\80165f60__cougar_Drawing odds.pdf
84EA3C5A__2021_antlerless_hr.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\84EA3C5A__2021_antlerless_hr.pdf,harvest_report,harvest_report,2021,2021,2022,draw_or_harvest_reported_year_plus_one,no,yes,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\84EA3C5A__2021_antlerless_hr.pdf
86C2219B__2021-stansbury.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\86C2219B__2021-stansbury.pdf,harvest_report,harvest_report,2021,2021,2022,draw_or_harvest_reported_year_plus_one,no,yes,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\86C2219B__2021-stansbury.pdf
8817544e__cougar_2021.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\8817544e__cougar_2021.pdf,harvest_report,harvest_report,2021,2021,2022,draw_or_harvest_reported_year_plus_one,no,yes,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\8817544e__cougar_2021.pdf
9F8E4D0B__2021-kaiparowits-east-west.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\9F8E4D0B__2021-kaiparowits-east-west.pdf,harvest_report,harvest_report,2021,2021,2022,draw_or_harvest_reported_year_plus_one,no,yes,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\9F8E4D0B__2021-kaiparowits-east-west.pdf
a62a6cbd__mixed_2021-22.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\a62a6cbd__mixed_2021-22.pdf,harvest_report,harvest_report,2021,2021,2022,draw_or_harvest_reported_year_plus_one,no,yes,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\a62a6cbd__mixed_2021-22.pdf
ABB95D60__2021-harvest-data.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\ABB95D60__2021-harvest-data.pdf,harvest_report,harvest_report,2021,2021,2022,draw_or_harvest_reported_year_plus_one,no,yes,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\ABB95D60__2021-harvest-data.pdf
b03e968a__2021.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\b03e968a__2021.pdf,harvest_report,harvest_report,2021,2021,2022,draw_or_harvest_reported_year_plus_one,no,yes,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\b03e968a__2021.pdf
B7C6169F__2021-box-elder-pilot-mtn.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\B7C6169F__2021-box-elder-pilot-mtn.pdf,harvest_report,harvest_report,2021,2021,2022,draw_or_harvest_reported_year_plus_one,no,yes,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\B7C6169F__2021-box-elder-pilot-mtn.pdf
D014E894__2021-san-rafael-south.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\D014E894__2021-san-rafael-south.pdf,harvest_report,harvest_report,2021,2021,2022,draw_or_harvest_reported_year_plus_one,no,yes,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\D014E894__2021-san-rafael-south.pdf
E8ECB6F8__2021-zion.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\E8ECB6F8__2021-zion.pdf,harvest_report,harvest_report,2021,2021,2022,draw_or_harvest_reported_year_plus_one,no,yes,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\E8ECB6F8__2021-zion.pdf
e8ee2db2__Antlerless big game.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\e8ee2db2__Antlerless big game.pdf,harvest_report,harvest_report,2021,unknown,2021,draw_or_harvest_reported_year_plus_one,no,no,2021,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2021\pdf\harvest_report\e8ee2db2__Antlerless big game.pdf
10e8e26a__Sportsman draw odds report.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\10e8e26a__Sportsman draw odds report.pdf,draw_odds,draw_results,2022,unknown,2022,draw_or_harvest_reported_year_plus_one,no,no,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\10e8e26a__Sportsman draw odds report.pdf
15e1470a__Big game limited-entry &amp; once-in-a-lifetime draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\15e1470a__Big game limited-entry &amp; once-in-a-lifetime draw results.pdf,draw_odds,draw_results,2022,unknown,2022,draw_or_harvest_reported_year_plus_one,no,no,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\15e1470a__Big game limited-entry &amp; once-in-a-lifetime draw results.pdf
21-22_sportsman_odds.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\21-22_sportsman_odds.pdf,draw_odds,draw_results,2022,unknown,2022,draw_or_harvest_reported_year_plus_one,no,no,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\21-22_sportsman_odds.pdf
21_antlerless_drawing_odds_report.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\21_antlerless_drawing_odds_report.pdf,draw_odds,draw_results,2022,2021,2022,draw_or_harvest_reported_year_plus_one,yes,no,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\21_antlerless_drawing_odds_report.pdf
21_bg-odds.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\21_bg-odds.pdf,draw_odds,draw_results,2022,2021,2022,draw_or_harvest_reported_year_plus_one,yes,no,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\21_bg-odds.pdf
21_deer_odds.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\21_deer_odds.pdf,draw_odds,draw_results,2022,2021,2022,draw_or_harvest_reported_year_plus_one,yes,no,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\21_deer_odds.pdf
21_dh_odds.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\21_dh_odds.pdf,draw_odds,draw_results,2022,unknown,2022,draw_or_harvest_reported_year_plus_one,no,no,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\21_dh_odds.pdf
21_drawing_odds.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\21_drawing_odds.pdf,draw_odds,draw_results,2022,2021,2022,draw_or_harvest_reported_year_plus_one,yes,no,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\21_drawing_odds.pdf
21_lifetime_deer.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\21_lifetime_deer.pdf,draw_odds,draw_results,2022,unknown,2022,draw_or_harvest_reported_year_plus_one,no,no,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\21_lifetime_deer.pdf
21_youth_antlerless_drawing_odds_report.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\21_youth_antlerless_drawing_odds_report.pdf,draw_odds,draw_results,2022,unknown,2022,draw_or_harvest_reported_year_plus_one,no,no,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\21_youth_antlerless_drawing_odds_report.pdf
21_youth_bull_elk.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\21_youth_bull_elk.pdf,draw_odds,draw_results,2022,unknown,2022,draw_or_harvest_reported_year_plus_one,no,no,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\21_youth_bull_elk.pdf
21_youth_deer.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\21_youth_deer.pdf,draw_odds,draw_results,2022,unknown,2022,draw_or_harvest_reported_year_plus_one,no,no,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\21_youth_deer.pdf
21_youth_dh_odds.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\21_youth_dh_odds.pdf,draw_odds,draw_results,2022,unknown,2022,draw_or_harvest_reported_year_plus_one,no,no,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\21_youth_dh_odds.pdf
449c6db8__Lifetime general-season deer draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\449c6db8__Lifetime general-season deer draw results.pdf,draw_odds,draw_results,2022,unknown,2022,draw_or_harvest_reported_year_plus_one,no,no,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\449c6db8__Lifetime general-season deer draw results.pdf
4d3103f2__Youth Dedicated Hunter deer draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\4d3103f2__Youth Dedicated Hunter deer draw results.pdf,draw_odds,draw_results,2022,unknown,2022,draw_or_harvest_reported_year_plus_one,no,no,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\4d3103f2__Youth Dedicated Hunter deer draw results.pdf
705f30a5__General-season buck deer draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\705f30a5__General-season buck deer draw results.pdf,draw_odds,draw_results,2022,unknown,2022,draw_or_harvest_reported_year_plus_one,no,no,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\705f30a5__General-season buck deer draw results.pdf
85ebe309__turkey_2022_youth_turkey_draw_results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\85ebe309__turkey_2022_youth_turkey_draw_results.pdf,draw_odds,draw_results,2022,2022,2023,draw_or_harvest_reported_year_plus_one,no,yes,2023,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\draw_odds\85ebe309__turkey_2022_youth_turkey_draw_results.pdf
91fa9658__Youth general-season deer draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\91fa9658__Youth general-season deer draw results.pdf,draw_odds,draw_results,2022,unknown,2022,draw_or_harvest_reported_year_plus_one,no,no,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\91fa9658__Youth general-season deer draw results.pdf
96724720__Youth antlerless big game draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\96724720__Youth antlerless big game draw results.pdf,draw_odds,draw_results,2022,unknown,2022,draw_or_harvest_reported_year_plus_one,no,no,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\96724720__Youth antlerless big game draw results.pdf
a0d8e70e__Antlerless big game draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\a0d8e70e__Antlerless big game draw results.pdf,draw_odds,draw_results,2022,unknown,2022,draw_or_harvest_reported_year_plus_one,no,no,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\a0d8e70e__Antlerless big game draw results.pdf
b6af6d7d__Youth draw-only elk bonus point draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\b6af6d7d__Youth draw-only elk bonus point draw results.pdf,draw_odds,draw_results,2022,unknown,2022,draw_or_harvest_reported_year_plus_one,no,no,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\b6af6d7d__Youth draw-only elk bonus point draw results.pdf
c9f1b779__Dedicated Hunter deer draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\c9f1b779__Dedicated Hunter deer draw results.pdf,draw_odds,draw_results,2022,unknown,2022,draw_or_harvest_reported_year_plus_one,no,no,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\c9f1b779__Dedicated Hunter deer draw results.pdf
d534ae44__turkey_2022_turkey_bonus_points_draw_results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\d534ae44__turkey_2022_turkey_bonus_points_draw_results.pdf,draw_odds,draw_results,2022,2022,2023,draw_or_harvest_reported_year_plus_one,no,yes,2023,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\draw_odds\d534ae44__turkey_2022_turkey_bonus_points_draw_results.pdf
eff53094__black_bear_22_drawing_odds.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\eff53094__black_bear_22_drawing_odds.pdf,draw_odds,draw_results,2022,2022,2023,draw_or_harvest_reported_year_plus_one,no,yes,2023,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\draw_odds\eff53094__black_bear_22_drawing_odds.pdf
19275c81__Limited-entry and once-in-a-lifetime species.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\19275c81__Limited-entry and once-in-a-lifetime species.pdf,harvest_report,harvest_report,2022,unknown,2022,draw_or_harvest_reported_year_plus_one,no,no,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\19275c81__Limited-entry and once-in-a-lifetime species.pdf
2173f802__2022.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\2173f802__2022.pdf,harvest_report,harvest_report,2022,2022,2023,draw_or_harvest_reported_year_plus_one,no,yes,2023,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\harvest_report\2173f802__2022.pdf
21_bg_report.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\21_bg_report.pdf,harvest_report,harvest_report,2022,2021,2022,draw_or_harvest_reported_year_plus_one,yes,no,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\21_bg_report.pdf
21_black_bear_report.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\21_black_bear_report.pdf,harvest_report,harvest_report,2022,2021,2022,draw_or_harvest_reported_year_plus_one,yes,no,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\21_black_bear_report.pdf
442a70d8__General-season buck deer.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\442a70d8__General-season buck deer.pdf,harvest_report,harvest_report,2022,unknown,2022,draw_or_harvest_reported_year_plus_one,no,no,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\442a70d8__General-season buck deer.pdf
5E321DA5__2022-harvest-data.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\5E321DA5__2022-harvest-data.pdf,harvest_report,harvest_report,2022,2022,2023,draw_or_harvest_reported_year_plus_one,no,yes,2023,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\harvest_report\5E321DA5__2022-harvest-data.pdf
7406bf15__mixed_2022-23.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\7406bf15__mixed_2022-23.pdf,harvest_report,harvest_report,2022,2022,2023,draw_or_harvest_reported_year_plus_one,no,yes,2023,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\harvest_report\7406bf15__mixed_2022-23.pdf
7cfe81c3__cougar_Drawing odds.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\7cfe81c3__cougar_Drawing odds.pdf,draw_odds,draw_results,2022,unknown,2022,draw_or_harvest_reported_year_plus_one,no,no,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\draw_odds\7cfe81c3__cougar_Drawing odds.pdf
884746C2__2022-henry-mountains.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\884746C2__2022-henry-mountains.pdf,harvest_report,harvest_report,2022,2022,2023,draw_or_harvest_reported_year_plus_one,no,yes,2023,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\harvest_report\884746C2__2022-henry-mountains.pdf
968EFF87__2022_le_oial_all.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\968EFF87__2022_le_oial_all.pdf,harvest_report,harvest_report,2022,2022,2023,draw_or_harvest_reported_year_plus_one,no,yes,2023,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\harvest_report\968EFF87__2022_le_oial_all.pdf
99d034bd__bear_2022.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\99d034bd__bear_2022.pdf,harvest_report,harvest_report,2022,2022,2023,draw_or_harvest_reported_year_plus_one,no,yes,2023,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\harvest_report\99d034bd__bear_2022.pdf
9cb7bd59__cougar_2022.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\9cb7bd59__cougar_2022.pdf,harvest_report,harvest_report,2022,2022,2023,draw_or_harvest_reported_year_plus_one,no,yes,2023,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\harvest_report\9cb7bd59__cougar_2022.pdf
C9789032__2022-mineral-mtns.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\C9789032__2022-mineral-mtns.pdf,harvest_report,harvest_report,2022,2022,2023,draw_or_harvest_reported_year_plus_one,no,yes,2023,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\harvest_report\C9789032__2022-mineral-mtns.pdf
CCDD6E10__2022_gs_buck_deer_hr.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\CCDD6E10__2022_gs_buck_deer_hr.pdf,harvest_report,harvest_report,2022,2022,2023,draw_or_harvest_reported_year_plus_one,no,yes,2023,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\harvest_report\CCDD6E10__2022_gs_buck_deer_hr.pdf
D09A33C9__2022-oak-creek.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\D09A33C9__2022-oak-creek.pdf,harvest_report,harvest_report,2022,2022,2023,draw_or_harvest_reported_year_plus_one,no,yes,2023,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\harvest_report\D09A33C9__2022-oak-creek.pdf
D3E39E3F__2022-nine-mile-gray-canyon.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\D3E39E3F__2022-nine-mile-gray-canyon.pdf,harvest_report,harvest_report,2022,2022,2023,draw_or_harvest_reported_year_plus_one,no,yes,2023,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\harvest_report\D3E39E3F__2022-nine-mile-gray-canyon.pdf
d6cae860__Antlerless big game.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\d6cae860__Antlerless big game.pdf,harvest_report,harvest_report,2022,unknown,2022,draw_or_harvest_reported_year_plus_one,no,no,2022,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\d6cae860__Antlerless big game.pdf
ECBBF5FB__2022-san-rafael-dirty-devil.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\ECBBF5FB__2022-san-rafael-dirty-devil.pdf,harvest_report,harvest_report,2022,2022,2023,draw_or_harvest_reported_year_plus_one,no,yes,2023,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\harvest_report\ECBBF5FB__2022-san-rafael-dirty-devil.pdf
FF6D4B3D__2022_antlerless_hr.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2022\pdf\harvest_report\FF6D4B3D__2022_antlerless_hr.pdf,harvest_report,harvest_report,2022,2022,2023,draw_or_harvest_reported_year_plus_one,no,yes,2023,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\harvest_report\FF6D4B3D__2022_antlerless_hr.pdf
17ed709a__Youth draw-only elk bonus point draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\draw_odds\17ed709a__Youth draw-only elk bonus point draw results.pdf,draw_odds,draw_results,2023,unknown,2023,draw_or_harvest_reported_year_plus_one,no,no,2023,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\draw_odds\17ed709a__Youth draw-only elk bonus point draw results.pdf
2023 turkey_2023_turkey_bonus_points_draw_results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\draw_odds\2023 turkey_2023_turkey_bonus_points_draw_results.pdf,draw_odds,draw_results,2023,2023,2024,draw_or_harvest_reported_year_plus_one,no,yes,2024,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2023 turkey_2023_turkey_bonus_points_draw_results.pdf
2023 Youth Dedicated Hunter deer draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\draw_odds\2023 Youth Dedicated Hunter deer draw results.pdf,draw_odds,draw_results,2023,2023,2024,draw_or_harvest_reported_year_plus_one,no,yes,2024,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2023 Youth Dedicated Hunter deer draw results.pdf
2023 youth general-season deer draw results.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\draw_odds\2023 youth general-season deer draw results.pdf,draw_odds,draw_results,2023,2023,2024,draw_or_harvest_reported_year_plus_one,no,yes,2024,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2024\pdf\draw_odds\2023 youth general-season deer draw results.pdf
22-23_sportsman_odds.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\draw_odds\22-23_sportsman_odds.pdf,draw_odds,draw_results,2023,unknown,2023,draw_or_harvest_reported_year_plus_one,no,no,2023,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\draw_odds\22-23_sportsman_odds.pdf
22_antlerless_drawing_odds_report.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\draw_odds\22_antlerless_drawing_odds_report.pdf,draw_odds,draw_results,2023,2022,2023,draw_or_harvest_reported_year_plus_one,yes,no,2023,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\draw_odds\22_antlerless_drawing_odds_report.pdf
22_bg-odds.pdf,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\draw_odds\22_bg-odds.pdf,draw_odds,draw_results,2023,2022,2023,draw_or_harvest_reported_year_plus_one,yes,no,2023,C:\Users\tyler\Desktop\GitHub\HUNTS\pipeline\RAW\hunt_unit_database\2023\pdf\draw_odds\22_bg-odds.pdf
