"huntCode","species","sex","huntType","huntClass","area","unitCode","unitNames","weapon","conditions","permitCount","organizations","averageValue","sourceSpecies","sourceRowStart","sourceRowNumbers","matchedPermitRegister","matchedRegisterLabel","matchedCanonicalHunts","boundaryIds","sourceHuntCodes"
"CP-TURKEY-NORTHERN-AREA-BEARDED-MULTISEASON","Turkey","Bearded","Conservation","DSC","Northern Area","northern-area","System.Object[]","ALW","ALW","1","System.Object[]","519.79","Turkey","312","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-TURKEY-NORTHERN-AREA-BEARDED-MULTISEASON","Turkey","Bearded","Conservation","NWTF","Northern Area","northern-area","System.Object[]","ALW","ALW","1","System.Object[]","519.79","Turkey","319","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-TURKEY-NORTHERN-AREA-BEARDED-MULTISEASON","Turkey","Bearded","Conservation","SFW","Northern Area","northern-area","System.Object[]","ALW","ALW","4","System.Object[]","519.79","Turkey","314","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-TURKEY-NORTHERN-AREA-BEARDED-MULTISEASON","Turkey","Bearded","Conservation","UHA","Northern Area","northern-area","System.Object[]","ALW","ALW","1","System.Object[]","519.79","Turkey","313","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-TURKEY-NORTHERN-AREA-BEARDED-MULTISEASON","Turkey","Bearded","Conservation","WCF","Northern Area","northern-area","System.Object[]","ALW","ALW","1","System.Object[]","519.79","Turkey","315","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-TURKEY-SOUTHEASTERN-AREA-BEARDED-MULTISEASON","Turkey","Bearded","Conservation","NWTF","Southeastern Area","southeastern-area","System.Object[]","ALW","ALW","3","System.Object[]","1037.5","Turkey","320","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-TURKEY-SOUTHEASTERN-AREA-BEARDED-MULTISEASON","Turkey","Bearded","Conservation","SFW","Southeastern Area","southeastern-area","System.Object[]","ALW","ALW","5","System.Object[]","1037.5","Turkey","322","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-TURKEY-SOUTHERN-AREA-BEARDED-MULTISEASON","Turkey","Bearded","Conservation","MDF","Southern Area","southern-area","System.Object[]","ALW","ALW","1","System.Object[]","597.92","Turkey","329","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-TURKEY-SOUTHERN-AREA-BEARDED-MULTISEASON","Turkey","Bearded","Conservation","NWTF","Southern Area","southern-area","System.Object[]","ALW","ALW","2","System.Object[]","597.92","Turkey","333","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-TURKEY-SOUTHERN-AREA-BEARDED-MULTISEASON","Turkey","Bearded","Conservation","SFW","Southern Area","southern-area","System.Object[]","ALW","ALW","4","System.Object[]","597.92","Turkey","330","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-TURKEY-SOUTHERN-AREA-BEARDED-MULTISEASON","Turkey","Bearded","Conservation","UHA","Southern Area","southern-area","System.Object[]","ALW","ALW","1","System.Object[]","597.92","Turkey","328","System.Object[]","True","","True","System.Object[]","System.Object[]"
"CP-TURKEY-STATEWIDE-BEARDED-ANY-LEGAL-WEAPON","Turkey","Bearded","Conservation","SFW","Statewide","statewide","System.Object[]","Any Legal Weapon",,"1","System.Object[]","2450","Turkey","336","System.Object[]","True","Statewide Turkey Conservation","True","System.Object[]","System.Object[]"
