OBJECTID,species,hunt_num,hunt_name,include_in_fall_recs,include_in_spring_recs,requires_tooth_packet,boundary_id,mgmt_unit_key,hunt_status,hunt_type,weapon,season_timing,last_season_date,adm_region,tribal_split,non_res,notes,public_advisories,rec_status,boundary_description,is_new_hunt,boundary_filename,rec_type,rec_unit_key,rec_unit_name,hunt_year,sex_type
1040,Deer,DB1016,"West Desert, Vernon",Y,Y,Y,248,19B,Active,Limited Entry,Archery,,Aug 16 2025 - Sept 12 2025,CRO,0,TRUE,,,Board Approved,,FALSE,,LE,19B,"West Desert, Vernon",2025,Male Only
1041,Deer,DB1046,"San Juan, Elk Ridge",Y,Y,Y,185,14B,Active,Limited Entry,Multiseason,,Multiseason,SERO,0,FALSE,All limited entry season dates.,,Board Approved,,FALSE,,LE,14B,"San Juan, Elk Ridge",2025,Male Only
1042,Deer,DB1037,"San Juan, Elk Ridge",Y,Y,Y,185,14B,Active,Limited Entry,Muzzleloader,,Sept 24 2025 - Oct 02 2025,SERO,0,TRUE,,,Board Approved,,FALSE,,LE,14B,"San Juan, Elk Ridge",2025,Male Only
1043,Deer,DB1024,"West Desert, Vernon",Y,Y,Y,248,19B,Active,Limited Entry,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,CRO,0,TRUE,,,Board Approved,,FALSE,,LE,19B,"West Desert, Vernon",2025,Male Only
1044,Deer,DB1022,"San Juan, Elk Ridge",Y,Y,Y,185,14B,Active,Limited Entry,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,SERO,0,TRUE,,,Board Approved,,FALSE,,LE,14B,"San Juan, Elk Ridge",2025,Male Only
1045,Deer,DB1569,"La Sal, La Sal Mtns",Y,Y,N,617,13A,Active,General Season,Muzzleloader,,Sept 24 2025 - Oct 02 2025,SERO,0,TRUE,,,Board Approved,,FALSE,,GS,13A,"La Sal, La Sal Mtns",2025,Male Only
1046,Deer,DB1019,"Fillmore, Oak Creek LE",Y,Y,Y,85,21C,Active,Limited Entry,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,SRO,0,TRUE,,,Board Approved,,FALSE,,LE,21C,"Fillmore, Oak Creek LE",2025,Male Only
1047,Deer,DB1555,"Wasatch Mtns, East",Y,Y,N,621,17BC,Active,General Season,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,CRO,0,TRUE,,,Board Approved,,FALSE,,GS,17BC,"Wasatch Mtns, East",2025,Male Only
1048,Deer,DB1546,Panguitch Lake,Y,Y,N,634,28,Active,General Season,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,,0,TRUE,,,Board Approved,,FALSE,,GS,28,Panguitch Lake,2025,Male Only
1049,Deer,DB1554,Southwest Desert,Y,Y,N,625,20,Active,General Season,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,CRO,0,TRUE,,,Board Approved,,FALSE,,GS,20,Southwest Desert,2025,Male Only
1050,Deer,DB1584,Southwest Desert,Y,Y,N,625,20,Active,General Season,Muzzleloader,,Sept 24 2025 - Oct 02 2025,CRO,0,TRUE,,,Board Approved,,FALSE,,GS,20,Southwest Desert,2025,Male Only
1051,Deer,DB1031,"La Sal, Dolores Triangle",Y,Y,Y,108,13B,Active,Limited Entry,Muzzleloader,,Nov 24 2025 - Dec 02 2025,SERO,0,FALSE,,,Board Approved,,FALSE,,LE,13B,"La Sal, Dolores Triangle",2025,Male Only
1052,Deer,DB1020,"La Sal, Dolores Triangle",Y,Y,Y,108,13B,Active,Limited Entry,Any Legal Weapon,,Nov 15 2025 - Nov 23 2025,SERO,0,TRUE,,,Board Approved,,FALSE,,LE,13B,"La Sal, Dolores Triangle",2025,Male Only
1053,Deer,DB1038,Diamond Mtn,Y,Y,Y,206,9C,Active,Limited Entry,Muzzleloader,,Sept 24 2025 - Oct 02 2025,NERO,0,TRUE,,,Board Approved,,FALSE,,LE,9C,Diamond Mtn,2025,Male Only
1054,Deer,DB1606,East Canyon,Y,Y,N,276,5,Active,General Season,Muzzleloader,,Sept 24 2025 - Oct 02 2025,,,TRUE,,This hunt is comprised mostly of private land.,Board Approved,,FALSE,,GS,5,East Canyon,2025,Male Only
1055,Deer,DB1015,Diamond Mtn,Y,Y,Y,206,9C,Active,Limited Entry,Archery,,Aug 16 2025 - Sept 12 2025,NERO,0,TRUE,,,Board Approved,,FALSE,,LE,9C,Diamond Mtn,2025,Male Only
1056,Deer,DB1013,"La Sal, Dolores Triangle",Y,Y,Y,108,13B,Active,Limited Entry,Archery,,Nov 01 2025 - Nov 14 2025,SERO,0,FALSE,,,Board Approved,,FALSE,,LE,13B,"La Sal, Dolores Triangle",2025,Male Only
1057,Deer,DB1007,Henry Mtns,Y,Y,Y,94,15,Active,Premium Limited Entry,Multiseason,,Multiseason,SERO,0,FALSE,,,Board Approved,,FALSE,,PLE,15,Henry Mtns,2025,Male Only
1058,Deer,DB1000,Henry Mtns,Y,Y,Y,94,15,Active,Premium Limited Entry,Archery,,Aug 16 2025 - Sept 12 2025,SERO,0,TRUE,,,Board Approved,,FALSE,,PLE,15,Henry Mtns,2025,Male Only
1059,Deer,DB1008,Paunsaugunt,Y,Y,Y,163,27,Active,Premium Limited Entry,Multiseason,,Multiseason,,0,TRUE,,,Board Approved,,FALSE,,PLE,27,Paunsaugunt,2025,Male Only
1060,Deer,DB1006,Paunsaugunt,Y,Y,Y,163,27,Active,Premium Limited Entry,Muzzleloader,,Sept 24 2025 - Oct 02 2025,,0,TRUE,,,Board Approved,,FALSE,,PLE,27,Paunsaugunt,2025,Male Only
1061,Deer,DB1039,Yellowstone,Y,Y,N,613,9A,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,NERO,0.24,TRUE,,This is a Limited-entry hunt that takes place on a General-season unit. You will lose your bonus points if you draw out for this hunt.,Board Approved,,FALSE,,GS,9A,Yellowstone,2025,Male Only
1062,Deer,DB1004,Paunsaugunt,Y,Y,Y,163,27,Active,Premium Limited Entry,Any Legal Weapon,,Oct 18 2025 - Oct 31 2025,,0,TRUE,The rifle hunt goes to the end of the month every year regardless of start date. Changed season date to end of the month.,,Board Approved,,FALSE,,PLE,27,Paunsaugunt,2025,Male Only
1063,Deer,DB1045,"Fillmore, Oak Creek LE",Y,Y,Y,85,21C,Active,Limited Entry,Multiseason,,Multiseason,SRO,0,FALSE,Only 1 permit offered. No non-res permit.,,Board Approved,,FALSE,,LE,21C,"Fillmore, Oak Creek LE",2025,Male Only
1064,Deer,DX0001,West Cache,Y,N,N,313,2,Active,General Season,Extended Archery,,Sept 13 2025 - Nov 30 2025,,0,TRUE,,,Board Approved,,FALSE,,None,2,,2025,Hunter's Choice
1065,Deer,DB1054,Ogden,Y,Y,N,609,3,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,NRO,0,TRUE,,This is a limited entry hunt on a general season unit. You will lose your bonus points if you draw out for this hunt.,Board Approved,,FALSE,,GS,3,Ogden,2025,Male Only
1066,Deer,DB1100,Chalk Creek,Y,Y,N,69,6,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,,,TRUE,,This hunt is comprised mostly of private land. This is a limited entry hunt on a general season unit. You will lose your bonus points if you draw out for this hunt.,Board Approved,,FALSE,,GS,6,Chalk Creek,2025,Male Only
1067,Deer,DB1608,Morgan-South Rich,Y,Y,N,117,4,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,,,TRUE,,This hunt is comprised of mostly private land,Board Approved,,FALSE,,GS,4,Morgan-South Rich,2025,Male Only
1068,Deer,DB1601,Chalk Creek,Y,Y,N,69,6,Active,General Season,Early Any Legal Weapon,,Oct 08 2025 - Oct 12 2025,,,TRUE,,This hunt is comprised of mostly private land.,Board Approved,,FALSE,,GS,6,Chalk Creek,2025,Male Only
1069,Deer,DB1609,Morgan-South Rich,Y,Y,N,117,4,Active,General Season,Early Any Legal Weapon,,Oct 08 2025 - Oct 12 2025,,,TRUE,,This hunt is comprised of mostly private land,Board Approved,,FALSE,,GS,4,Morgan-South Rich,2025,Male Only
1070,Deer,DB1610,Morgan-South Rich,Y,Y,N,117,4,Active,General Season,Muzzleloader,,Sept 24 2025 - Oct 02 2025,,,TRUE,,This hunt is comprised of mostly private land,Board Approved,,FALSE,,GS,4,Morgan-South Rich,2025,Male Only
1071,Deer,DB1523,Yellowstone,Y,Y,N,613,9A,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,NERO,0,TRUE,,,Board Approved,,FALSE,,GS,9A,Yellowstone,2025,Male Only
1072,Deer,DB1029,"Fillmore, Oak Creek LE",Y,Y,Y,85,21C,Active,Limited Entry,Muzzleloader,,Sept 24 2025 - Oct 02 2025,SRO,0,TRUE,,,Board Approved,,FALSE,,LE,21C,"Fillmore, Oak Creek LE",2025,Male Only
1073,Deer,DB1101,East Canyon,Y,Y,N,276,5,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,,,TRUE,,This hunt is comprised mostly of private land. This is a limited entry hunt on a general season unit. You will lose your bonus points if you draw out for this hunt.,Board Approved,,FALSE,,GS,5,East Canyon,2025,Male Only
1074,Deer,DB1607,Morgan-South Rich,Y,Y,N,117,4,Active,General Season,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,,,TRUE,,This hunt is comprised of mostly private land,Board Approved,,FALSE,,GS,4,Morgan-South Rich,2025,Male Only
1075,Deer,DB1600,Chalk Creek,Y,Y,N,69,6,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,,,TRUE,,This hunt is comprised of mostly private land,Board Approved,,FALSE,,GS,6,Chalk Creek,2025,Male Only
1076,Deer,DB1589,Zion,Y,Y,N,635,29,Active,General Season,Muzzleloader,,Sept 24 2025 - Oct 02 2025,SRO,0,TRUE,,,Board Approved,,FALSE,,GS,29,Zion,2025,Male Only
1077,Deer,DB1043,Zion,Y,Y,N,635,29,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,SRO,0,TRUE,,,Board Approved,,FALSE,,GS,29,Zion,2025,Male Only
1078,Deer,DB1103,Morgan-South Rich,Y,Y,N,117,4,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,,,TRUE,,This hunt is comprised mostly of private land. This is a limited entry hunt on a general season unit. You will lose your bonus points if you draw out for this hunt.,Board Approved,,FALSE,,GS,4,Morgan-South Rich,2025,Male Only
1079,Deer,DB1599,Chalk Creek,Y,Y,N,69,6,Active,General Season,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,,,TRUE,,This hunt is comprised of mostly private land.,Board Approved,,FALSE,,GS,6,Chalk Creek,2025,Male Only
1080,Deer,DB1078,Cache,Y,Y,N,29,2,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,NRO,0,TRUE,,This is a limited entry hunt on a general season unit. You will lose your bonus points if you draw out for this hunt.,Board Approved,,FALSE,,GS,2,Cache,2025,Male Only
1081,Deer,DB1604,East Canyon,Y,Y,N,276,5,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,,,TRUE,,This hunt is comprised of mostly private land,Board Approved,,FALSE,,GS,5,East Canyon,2025,Male Only
1082,Deer,DB1592,Kamas,Y,Y,N,611,7,Active,General Season,Early Any Legal Weapon,Early Any Legal Weapon,Oct 08 2025 - Oct 12 2025,NRO,0,TRUE,,,Board Approved,,FALSE,,GS,7,Kamas,2025,Male Only
1083,Deer,DB1538,Kamas,Y,Y,N,611,7,Active,General Season,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,NRO,0,TRUE,,,Board Approved,,FALSE,,GS,7,Kamas,2025,Male Only
1084,Deer,DB1508,Kamas,Y,Y,N,611,7,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,NRO,0,TRUE,,,Board Approved,,FALSE,,GS,7,Kamas,2025,Male Only
1085,Deer,DB1559,Zion,Y,Y,N,635,29,Active,General Season,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,SRO,0,TRUE,,,Board Approved,,FALSE,,GS,29,Zion,2025,Male Only
1086,Deer,DB1529,Zion,Y,Y,N,635,29,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,SRO,0,TRUE,,,Board Approved,,FALSE,,GS,29,Zion,2025,Male Only
1087,Deer,DB1597,Zion,Y,Y,N,635,29,Active,General Season,Early Any Legal Weapon,Early Any Legal Weapon,Oct 08 2025 - Oct 12 2025,SRO,0,TRUE,,,Board Approved,,FALSE,,GS,29,Zion,2025,Male Only
1088,Deer,DB1079,Manti/San Rafael,Y,Y,N,619,16B_12,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,SERO,0,TRUE,,This is a Limited-entry hunt that takes place on a General-season unit. You will lose your bonus points if you draw out for this hunt.,Board Approved,,FALSE,,GS,16B_12,Manti/San Rafael,2025,Male Only
1089,Deer,DB1034,Pine Valley,Y,Y,N,636,30,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,SRO,0,TRUE,"4-Point or better for adult hunters, youth can harvest any legal buck","4-Point or better for adult hunters, youth can harvest any legal buck",Board Approved,,FALSE,,GS,30,Pine Valley,2025,Male Only
1090,Deer,DB1579,Fishlake,Y,Y,N,633,25A,Active,General Season,Muzzleloader,,Sept 24 2025 - Oct 02 2025,SRO,0,TRUE,,,Board Approved,,FALSE,,GS,25A,Fishlake,2025,Male Only
1091,Deer,DB1033,Nine Mile,Y,Y,N,615,11,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,SERO,0.07,TRUE,,This is a Limited-entry hunt that takes place on a General-season unit.  You will lose your bonus points if you draw out for this hunt.,Board Approved,,FALSE,,GS,11,Nine Mile,2025,Male Only
1092,Deer,DB1085,"San Juan, Abajo Mtns",Y,Y,N,618,14A,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,SERO,0,TRUE,,This is a Limited-entry hunt that takes place on a General-season unit. You will lose your bonus points if you draw out for this hunt.,Board Approved,,FALSE,,GS,14A,"San Juan, Abajo Mtns",2025,Male Only
1093,Deer,DB1568,Kamas,Y,Y,N,611,7,Active,General Season,Muzzleloader,,Sept 24 2025 - Oct 02 2025,NRO,0,TRUE,,,Board Approved,,FALSE,,GS,7,Kamas,2025,Male Only
1094,Deer,DB1030,Kamas,Y,Y,N,611,7,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,NRO,0,TRUE,,This is a limited entry hunt on a general season unit. You will lose your bonus points if you draw out for this hunt.,Board Approved,,FALSE,,GS,7,Kamas,2025,Male Only
1095,Deer,DB1510,Monroe,Y,Y,N,629,23,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,SRO,0,TRUE,,,Board Approved,,FALSE,,GS,23,Monroe,2025,Male Only
1096,Deer,DX0010,South Wasatch,Y,N,N,106,17A,Active,General Season,Extended Archery,,Sept 13 2025 - Oct 15 2025,,0,TRUE,,,Board Approved,,FALSE,,None,17A,"Wasatch Mtns, West",2025,Hunter's Choice
1097,Deer,DB1055,Fishlake,Y,Y,N,633,25A,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,SRO,0,TRUE,,This is a Limited-entry hunt that takes place on a General-season unit. You will lose your bonus points if you draw out for this hunt.,Board Approved,,FALSE,,GS,25A,Fishlake,2025,Male Only
1098,Deer,DB1564,Nebo,Y,Y,N,616,16A,Active,General Season,Muzzleloader,,Sept 24 2025 - Oct 02 2025,CRO,0,TRUE,,,Board Approved,,FALSE,,GS,16A,Nebo,2025,Male Only
1099,Deer,DB1540,Monroe,Y,Y,N,629,23,Active,General Season,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,SRO,0,TRUE,,,Board Approved,,FALSE,,GS,23,Monroe,2025,Male Only
1100,Deer,DB1506,Fillmore,Y,Y,N,802,21AB,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,SRO,0,TRUE,,,Board Approved,,FALSE,,GS,21AB,Fillmore,2025,Male Only
1101,Deer,DB1511,Mt Dutton,Y,Y,N,630,24,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,SRO,0,TRUE,,,Board Approved,,FALSE,,GS,24,Mt Dutton,2025,Male Only
1102,Deer,DB1571,Mt Dutton,Y,Y,N,630,24,Active,General Season,Muzzleloader,,Sept 24 2025 - Oct 02 2025,SRO,0,TRUE,,,Board Approved,,FALSE,,GS,24,Mt Dutton,2025,Male Only
1103,Deer,DB1053,Mt Dutton,Y,Y,N,630,24,Active,Limited Entry on General Season,Muzzleloader,,Oct 29 2025 - Nov 06 2025,,,TRUE,,This is a Limited-entry hunt that takes place on a General-season unit. You will lose your bonus points if you draw out for this hunt.,Board Approved,,FALSE,,GS,24,Mt Dutton,2025,Male Only
1104,Deer,DB1531,Box Elder,Y,Y,N,607,1,Active,General Season,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,NRO,0,TRUE,,,Board Approved,,FALSE,,GS,1,Box Elder,2025,Male Only
1105,Deer,DB1561,Box Elder,Y,Y,N,607,1,Active,General Season,Muzzleloader,,Sept 24 2025 - Oct 02 2025,NRO,0,TRUE,,,Board Approved,,FALSE,,GS,1,Box Elder,2025,Male Only
1106,Deer,DB1572,Nine Mile,Y,Y,N,615,11,Active,General Season,Muzzleloader,,Sept 24 2025 - Oct 02 2025,SERO,0,TRUE,,,Board Approved,,FALSE,,GS,11,Nine Mile,2025,Male Only
1107,Deer,DB1516,Panguitch Lake,Y,Y,N,634,28,Active,General Season,Archery,,Aug 16 2025 - Sept 12 2025,,0,TRUE,,,Board Approved,,FALSE,,GS,28,Panguitch Lake,2025,Male Only
1108,Deer,DB1547,Pine Valley,Y,Y,N,636,30,Active,General Season,Any Legal Weapon,,Oct 18 2025 - Oct 26 2025,SRO,0,TRUE,,,Board Approved,,FALSE,,GS,30,Pine Valley,2025,Male Only
