OBJECTID,HUNT_NBR,BOUNDARY_ID,hunt_name,hunt_type
320,EB1002,277,Any Bull Elk Units,General Season Any Bull
321,EB1002,301,Any Bull Elk Units,General Season Any Bull
322,EB1002,304,Any Bull Elk Units,General Season Any Bull
323,EB1002,609,Any Bull Elk Units,General Season Any Bull
324,EB1002,611,Any Bull Elk Units,General Season Any Bull
325,EB1002,613,Any Bull Elk Units,General Season Any Bull
326,EB1002,614,Any Bull Elk Units,General Season Any Bull
327,EB1002,635,Any Bull Elk Units,General Season Any Bull
328,EB1002,636,Any Bull Elk Units,General Season Any Bull
329,EB1002,639,Any Bull Elk Units,General Season Any Bull
330,EB1002,672,Any Bull Elk Units,General Season Any Bull
331,EB1002,868,Any Bull Elk Units,General Season Any Bull
332,EB1002,902,Any Bull Elk Units,General Season Any Bull
333,EB1002,925,Any Bull Elk Units,General Season Any Bull
334,EB1002,947,Any Bull Elk Units,General Season Any Bull
335,EB1002,948,Any Bull Elk Units,General Season Any Bull
336,EB1003,12,Spike Only Units,General Season Spike Bull
337,EB1003,33,Spike Only Units,General Season Spike Bull
338,EB1003,51,Spike Only Units,General Season Spike Bull
339,EB1003,108,Spike Only Units,General Season Spike Bull
340,EB1003,302,Spike Only Units,General Season Spike Bull
341,EB1003,303,Spike Only Units,General Season Spike Bull
342,EB1003,617,Spike Only Units,General Season Spike Bull
343,EB1003,625,Spike Only Units,General Season Spike Bull
344,EB1003,629,Spike Only Units,General Season Spike Bull
345,EB1003,630,Spike Only Units,General Season Spike Bull
346,EB1003,634,Spike Only Units,General Season Spike Bull
347,EB1003,685,Spike Only Units,General Season Spike Bull
348,EB1003,742,Spike Only Units,General Season Spike Bull
349,EB1003,751,Spike Only Units,General Season Spike Bull
350,EB1003,867,Spike Only Units,General Season Spike Bull
351,EB1003,899,Spike Only Units,General Season Spike Bull
352,EB1003,901,Spike Only Units,General Season Spike Bull
353,EB1003,175,Spike Only Units,General Season Spike Bull
354,EB1003,183,Spike Only Units,General Season Spike Bull
355,EB1003,206,Spike Only Units,General Season Spike Bull
356,EB1003,222,Spike Only Units,General Season Spike Bull
357,EB1003,241,Spike Only Units,General Season Spike Bull
358,EB1003,88,Spike Only Units,General Season Spike Bull
359,EB1003,455,Spike Only Units,General Season Spike Bull
360,EB1004,12,Spike Only Units,General Season Spike Bull
361,EB1004,33,Spike Only Units,General Season Spike Bull
362,EB1004,51,Spike Only Units,General Season Spike Bull
363,EB1004,108,Spike Only Units,General Season Spike Bull
364,EB1004,241,Spike Only Units,General Season Spike Bull
365,EB1004,302,Spike Only Units,General Season Spike Bull
366,EB1004,303,Spike Only Units,General Season Spike Bull
367,EB1004,617,Spike Only Units,General Season Spike Bull
368,EB1004,625,Spike Only Units,General Season Spike Bull
369,EB1004,629,Spike Only Units,General Season Spike Bull
370,EB1004,630,Spike Only Units,General Season Spike Bull
371,EB1004,634,Spike Only Units,General Season Spike Bull
372,EB1004,685,Spike Only Units,General Season Spike Bull
373,EB1004,742,Spike Only Units,General Season Spike Bull
374,EB1004,751,Spike Only Units,General Season Spike Bull
375,EB1004,867,Spike Only Units,General Season Spike Bull
376,EB1004,899,Spike Only Units,General Season Spike Bull
377,EB1004,901,Spike Only Units,General Season Spike Bull
378,EB1004,175,Spike Only Units,General Season Spike Bull
379,EB1004,183,Spike Only Units,General Season Spike Bull
380,EB1004,206,Spike Only Units,General Season Spike Bull
381,EB1004,222,Spike Only Units,General Season Spike Bull
382,EB1004,88,Spike Only Units,General Season Spike Bull
383,EB1004,455,Spike Only Units,General Season Spike Bull
384,EB1005,12,Archery Bull Elk on Any Bull Units,General Season Any Bull
385,EB1005,18,Archery Bull Elk on Any Bull Units,General Season Any Bull
386,EB1005,33,Archery Bull Elk on Any Bull Units,General Season Any Bull
387,EB1005,51,Archery Bull Elk on Any Bull Units,General Season Any Bull
388,EB1005,69,Archery Bull Elk on Any Bull Units,General Season Any Bull
389,EB1005,81,Archery Bull Elk on Any Bull Units,General Season Any Bull
390,EB1005,88,Archery Bull Elk on Any Bull Units,General Season Any Bull
391,EB1005,94,Archery Bull Elk on Any Bull Units,General Season Any Bull
392,EB1005,107,Archery Bull Elk on Any Bull Units,General Season Any Bull
393,EB1005,108,Archery Bull Elk on Any Bull Units,General Season Any Bull
394,EB1005,117,Archery Bull Elk on Any Bull Units,General Season Any Bull
395,EB1005,129,Archery Bull Elk on Any Bull Units,General Season Any Bull
396,EB1005,138,Archery Bull Elk on Any Bull Units,General Season Any Bull
397,EB1005,142,Archery Bull Elk on Any Bull Units,General Season Any Bull
398,EB1005,175,Archery Bull Elk on Any Bull Units,General Season Any Bull
399,EB1005,183,Archery Bull Elk on Any Bull Units,General Season Any Bull
400,EB1005,188,Archery Bull Elk on Any Bull Units,General Season Any Bull
401,EB1005,194,Archery Bull Elk on Any Bull Units,General Season Any Bull
402,EB1005,206,Archery Bull Elk on Any Bull Units,General Season Any Bull
403,EB1005,222,Archery Bull Elk on Any Bull Units,General Season Any Bull
404,EB1005,241,Archery Bull Elk on Any Bull Units,General Season Any Bull
405,EB1005,276,Archery Bull Elk on Any Bull Units,General Season Any Bull
406,EB1005,277,Archery Bull Elk on Any Bull Units,General Season Any Bull
407,EB1005,301,Archery Bull Elk on Any Bull Units,General Season Any Bull
408,EB1005,302,Archery Bull Elk on Any Bull Units,General Season Any Bull
409,EB1005,303,Archery Bull Elk on Any Bull Units,General Season Any Bull
410,EB1005,304,Archery Bull Elk on Any Bull Units,General Season Any Bull
411,EB1005,455,Archery Bull Elk on Any Bull Units,General Season Any Bull
412,EB1005,609,Archery Bull Elk on Any Bull Units,General Season Any Bull
413,EB1005,611,Archery Bull Elk on Any Bull Units,General Season Any Bull
414,EB1005,613,Archery Bull Elk on Any Bull Units,General Season Any Bull
415,EB1005,614,Archery Bull Elk on Any Bull Units,General Season Any Bull
416,EB1005,617,Archery Bull Elk on Any Bull Units,General Season Any Bull
417,EB1005,625,Archery Bull Elk on Any Bull Units,General Season Any Bull
418,EB1005,629,Archery Bull Elk on Any Bull Units,General Season Any Bull
419,EB1005,630,Archery Bull Elk on Any Bull Units,General Season Any Bull
420,EB1005,634,Archery Bull Elk on Any Bull Units,General Season Any Bull
421,EB1005,635,Archery Bull Elk on Any Bull Units,General Season Any Bull
422,EB1005,636,Archery Bull Elk on Any Bull Units,General Season Any Bull
423,EB1005,639,Archery Bull Elk on Any Bull Units,General Season Any Bull
424,EB1005,672,Archery Bull Elk on Any Bull Units,General Season Any Bull
425,EB1005,685,Archery Bull Elk on Any Bull Units,General Season Any Bull
426,EB1005,742,Archery Bull Elk on Any Bull Units,General Season Any Bull
427,EB1005,751,Archery Bull Elk on Any Bull Units,General Season Any Bull
428,EB1005,867,Archery Bull Elk on Any Bull Units,General Season Any Bull
429,EB1005,868,Archery Bull Elk on Any Bull Units,General Season Any Bull
430,EB1005,899,Archery Bull Elk on Any Bull Units,General Season Any Bull
431,EB1005,901,Archery Bull Elk on Any Bull Units,General Season Any Bull
432,EB1005,902,Archery Bull Elk on Any Bull Units,General Season Any Bull
433,EB1005,925,Archery Bull Elk on Any Bull Units,General Season Any Bull
434,EB1005,947,Archery Bull Elk on Any Bull Units,General Season Any Bull
435,EB1005,948,Archery Bull Elk on Any Bull Units,General Season Any Bull
436,EB1007,18,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull
437,EB1007,107,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull
438,EB1007,117,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull
439,EB1007,129,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull
440,EB1007,143,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull
441,EB1007,163,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull
442,EB1007,276,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull
443,EB1007,277,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull
444,EB1007,301,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull
445,EB1007,304,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull
446,EB1007,609,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull
447,EB1007,611,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull
448,EB1007,613,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull
449,EB1007,614,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull
450,EB1007,635,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull
451,EB1007,636,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull
452,EB1007,639,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull
453,EB1007,672,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull
454,EB1007,868,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull
455,EB1007,902,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull
456,EB1007,904,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull
457,EB1007,188,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull
458,EB1007,194,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull
459,EB1007,69,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull
460,EB1007,81,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull
461,EB1007,94,Draw-only Youth Any Bull/Hunter's Choice Elk,General Season Youth Any Bull
462,EB1009,12,Spike Only Elk Units - Multiseason,General Season Spike Bull
463,EB1009,455,Spike Only Elk Units - Multiseason,General Season Spike Bull
464,EB1009,51,Spike Only Elk Units - Multiseason,General Season Spike Bull
465,EB1009,108,Spike Only Elk Units - Multiseason,General Season Spike Bull
466,EB1009,241,Spike Only Elk Units - Multiseason,General Season Spike Bull
467,EB1009,302,Spike Only Elk Units - Multiseason,General Season Spike Bull
468,EB1009,303,Spike Only Elk Units - Multiseason,General Season Spike Bull
469,EB1009,617,Spike Only Elk Units - Multiseason,General Season Spike Bull
470,EB1009,625,Spike Only Elk Units - Multiseason,General Season Spike Bull
471,EB1009,629,Spike Only Elk Units - Multiseason,General Season Spike Bull
472,EB1009,630,Spike Only Elk Units - Multiseason,General Season Spike Bull
473,EB1009,634,Spike Only Elk Units - Multiseason,General Season Spike Bull
474,EB1009,685,Spike Only Elk Units - Multiseason,General Season Spike Bull
475,EB1009,742,Spike Only Elk Units - Multiseason,General Season Spike Bull
476,EB1009,751,Spike Only Elk Units - Multiseason,General Season Spike Bull
477,EB1009,867,Spike Only Elk Units - Multiseason,General Season Spike Bull
478,EB1009,899,Spike Only Elk Units - Multiseason,General Season Spike Bull
479,EB1009,901,Spike Only Elk Units - Multiseason,General Season Spike Bull
480,EB1009,175,Spike Only Elk Units - Multiseason,General Season Spike Bull
481,EB1009,183,Spike Only Elk Units - Multiseason,General Season Spike Bull
482,EB1009,206,Spike Only Elk Units - Multiseason,General Season Spike Bull
483,EB1009,222,Spike Only Elk Units - Multiseason,General Season Spike Bull
484,EB1009,88,Spike Only Elk Units - Multiseason,General Season Spike Bull
485,EB1009,33,Spike Only Elk Units - Multiseason,General Season Spike Bull
486,EB1010,18,Any Bull Elk Units,General Season Any Bull
487,EB1010,69,Any Bull Elk Units,General Season Any Bull
488,EB1010,81,Any Bull Elk Units,General Season Any Bull
489,EB1010,94,Any Bull Elk Units,General Season Any Bull
490,EB1010,107,Any Bull Elk Units,General Season Any Bull
491,EB1010,117,Any Bull Elk Units,General Season Any Bull
492,EB1010,129,Any Bull Elk Units,General Season Any Bull
493,EB1010,138,Any Bull Elk Units,General Season Any Bull
494,EB1010,142,Any Bull Elk Units,General Season Any Bull
495,EB1010,163,Any Bull Elk Units,General Season Any Bull
496,EB1010,188,Any Bull Elk Units,General Season Any Bull
497,EB1010,194,Any Bull Elk Units,General Season Any Bull
498,EB1010,241,Any Bull Elk Units,General Season Any Bull
499,EB1010,276,Any Bull Elk Units,General Season Any Bull
500,EB1010,277,Any Bull Elk Units,General Season Any Bull
501,EB1010,301,Any Bull Elk Units,General Season Any Bull
502,EB1010,304,Any Bull Elk Units,General Season Any Bull
503,EB1010,609,Any Bull Elk Units,General Season Any Bull
504,EB1010,611,Any Bull Elk Units,General Season Any Bull
505,EB1010,613,Any Bull Elk Units,General Season Any Bull
506,EB1010,614,Any Bull Elk Units,General Season Any Bull
507,EB1010,635,Any Bull Elk Units,General Season Any Bull
508,EB1010,636,Any Bull Elk Units,General Season Any Bull
509,EB1010,639,Any Bull Elk Units,General Season Any Bull
510,EB1010,672,Any Bull Elk Units,General Season Any Bull
511,EB1010,868,Any Bull Elk Units,General Season Any Bull
512,EB1010,902,Any Bull Elk Units,General Season Any Bull
513,EB1010,925,Any Bull Elk Units,General Season Any Bull
514,EB1010,947,Any Bull Elk Units,General Season Any Bull
515,EB1010,948,Any Bull Elk Units,General Season Any Bull
516,EB1011,12,Youth Multiseason Elk,General Season
517,EB1011,18,Youth Multiseason Elk,General Season
518,EB1011,33,Youth Multiseason Elk,General Season
519,EB1011,51,Youth Multiseason Elk,General Season
520,EB1011,69,Youth Multiseason Elk,General Season
521,EB1011,81,Youth Multiseason Elk,General Season
522,EB1011,88,Youth Multiseason Elk,General Season
523,EB1011,94,Youth Multiseason Elk,General Season
524,EB1011,107,Youth Multiseason Elk,General Season
525,EB1011,108,Youth Multiseason Elk,General Season
526,EB1011,117,Youth Multiseason Elk,General Season
527,EB1011,129,Youth Multiseason Elk,General Season
528,EB1011,138,Youth Multiseason Elk,General Season
529,EB1011,142,Youth Multiseason Elk,General Season
530,EB1011,163,Youth Multiseason Elk,General Season
531,EB1011,175,Youth Multiseason Elk,General Season
532,EB1011,183,Youth Multiseason Elk,General Season
533,EB1011,188,Youth Multiseason Elk,General Season
534,EB1011,194,Youth Multiseason Elk,General Season
535,EB1011,206,Youth Multiseason Elk,General Season
536,EB1011,222,Youth Multiseason Elk,General Season
537,EB1011,241,Youth Multiseason Elk,General Season
538,EB1011,276,Youth Multiseason Elk,General Season
539,EB1011,277,Youth Multiseason Elk,General Season
540,EB1011,301,Youth Multiseason Elk,General Season
541,EB1011,302,Youth Multiseason Elk,General Season
542,EB1011,303,Youth Multiseason Elk,General Season
543,EB1011,304,Youth Multiseason Elk,General Season
544,EB1011,455,Youth Multiseason Elk,General Season
545,EB1011,609,Youth Multiseason Elk,General Season
546,EB1011,611,Youth Multiseason Elk,General Season
547,EB1011,613,Youth Multiseason Elk,General Season
548,EB1011,614,Youth Multiseason Elk,General Season
549,EB1011,617,Youth Multiseason Elk,General Season
550,EB1011,625,Youth Multiseason Elk,General Season
551,EB1011,629,Youth Multiseason Elk,General Season
552,EB1011,630,Youth Multiseason Elk,General Season
553,EB1011,634,Youth Multiseason Elk,General Season
554,EB1011,635,Youth Multiseason Elk,General Season
555,EB1011,636,Youth Multiseason Elk,General Season
556,EB1011,639,Youth Multiseason Elk,General Season
557,EB1011,672,Youth Multiseason Elk,General Season
558,EB1011,685,Youth Multiseason Elk,General Season
559,EB1011,742,Youth Multiseason Elk,General Season
560,EB1011,751,Youth Multiseason Elk,General Season
561,EB1011,867,Youth Multiseason Elk,General Season
562,EB1011,868,Youth Multiseason Elk,General Season
563,EB1011,899,Youth Multiseason Elk,General Season
564,EB1011,901,Youth Multiseason Elk,General Season
565,EB1011,902,Youth Multiseason Elk,General Season
566,EB1011,925,Youth Multiseason Elk,General Season
567,EB1011,947,Youth Multiseason Elk,General Season
568,EB1011,948,Youth Multiseason Elk,General Season
