hunt_code,boundary_id,hunt_name,species,hunt_class,hunt_type,draw_family,weapon,sex_type,youth_flag,eligibility_class,season,permits_2025_res,permits_2025_nr,permits_2025_total,avg_points_2025,hunters_2025,harvest_2025,success_percent_2025,avg_days_2025,satisfaction_2025,access_type,permits_2026_res,permits_2026_nr,permits_2026_total,permit_status,permit_allocation_type,permit_source_authority,permit_note,has_harvest,has_bonus_draw,has_antlerless_draw,source_file,permit_overlay_source,source_authority,data_status,permits_2025_draw_res,permits_2025_draw_nr,draw_2025_bg_pdf_page,draw_2025_bg_report_page,draw_2025_type,draw_2025_species_section,permits_2025_draw_total
BI6534,667,"Book Cliffs, Bitter Creek",Bison,Once-in-a-lifetime,Once-in-a-lifetime,BONUS,Any Legal Weapon,Hunters Choice,False,OIL,Sept 12 2026 - Sept 20 2026,5.0,0.0,5.0,,4.0,4.0,100.0,2.5,3.8,Public,10,0,10,FULL_SPLIT,DRAW_RES_NR_SPLIT,Utah DWR Hunt Planner,2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_bison_either-sex.xlsx.,True,False,False,bison bull.xlsx,2026_bison_either-sex.xlsx,official_uploaded_source,COMPLETE,5,0,546,12,Bonus Point Draw Results,,5
BI6535,667,"Book Cliffs, Bitter Creek",Bison,Once-in-a-lifetime,Once-in-a-lifetime,BONUS,Any Legal Weapon,Hunters Choice,False,OIL,Oct 03 2026 - Oct 15 2026,5.0,0.0,5.0,,5.0,5.0,100.0,4.2,4.4,Public,8,0,8,FULL_SPLIT,DRAW_RES_NR_SPLIT,Utah DWR Hunt Planner,2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_bison_either-sex.xlsx.,True,False,False,bison bull.xlsx,2026_bison_either-sex.xlsx,official_uploaded_source,COMPLETE,5,0,547,13,Bonus Point Draw Results,,5
BI6537,889,"Book Cliffs, Little Creek/South",Bison,Once-in-a-lifetime,Once-in-a-lifetime,BONUS,Any Legal Weapon,Hunters Choice,False,OIL,Nov 07 2026 - Jan 31 2027,5.0,5.0,10.0,,11.0,10.0,90.9,3.7,4.6,Public,8,7,15,FULL_SPLIT,DRAW_RES_NR_SPLIT,Utah DWR Hunt Planner,2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_bison_either-sex.xlsx.,True,False,False,bison bull.xlsx,2026_bison_either-sex.xlsx,official_uploaded_source,COMPLETE,5,5,549,15,Bonus Point Draw Results,,10
BI6509,94,Henry Mtns,Bison,Once-in-a-lifetime,Once-in-a-lifetime,BONUS,Archery,Hunters Choice,False,OIL,"Jan 18 - 31, 2027",4.0,0.0,4.0,,3.0,2.0,66.7,7.0,4.3,Public,5,0,5,FULL_SPLIT,DRAW_RES_NR_SPLIT,Utah DWR Hunt Planner,2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_bison_either-sex.xlsx.,True,False,False,bison bull.xlsx,2026_bison_either-sex.xlsx,official_uploaded_source,COMPLETE,4,0,540,6,Bonus Point Draw Results,,4
BI6528,889,"Book Cliffs, Little Creek/South",Bison,Once-in-a-lifetime,Once-in-a-lifetime,BONUS,Archery,Hunters Choice,False,OIL,Aug 15 2026 - Sept 11 2026,5.0,0.0,5.0,,5.0,5.0,100.0,2.0,5.0,Public,6,0,6,FULL_SPLIT,DRAW_RES_NR_SPLIT,Utah DWR Hunt Planner,2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_bison_either-sex.xlsx.,True,False,False,bison bull.xlsx,2026_bison_either-sex.xlsx,official_uploaded_source,COMPLETE,5,0,542,8,Bonus Point Draw Results,,5
BI6532,667,"Book Cliffs, Bitter Creek",Bison,Once-in-a-lifetime,Once-in-a-lifetime,BONUS,Archery,Hunters Choice,False,OIL,Aug 15 2026 - Sept 11 2026,5.0,0.0,5.0,,3.0,3.0,100.0,2.0,5.0,Public,6,0,6,FULL_SPLIT,DRAW_RES_NR_SPLIT,Utah DWR Hunt Planner,2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_bison_either-sex.xlsx.,True,False,False,bison bull.xlsx,2026_bison_either-sex.xlsx,official_uploaded_source,COMPLETE,5,0,545,11,Bonus Point Draw Results,,5
BI1000,SW_BISON_2026,Bison - Statewide Permit,Bison,Statewide Permit,Statewide,NONE,Any Legal Weapon,Hunters Choice,False,STANDARD,"Aug 1, 2026 - Jan 31, 2027",,,,,2.0,2.0,100.0,1.0,5.0,Public,,,,NO_QUOTA_PUBLISHED,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,Utah DWR Hunt Planner source confirms hunt in 2026_bison_either-sex.xlsx; no quota or permit total published in uploaded source.,True,False,False,bison bull.csv,2026_bison_either-sex.xlsx,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,
BR1007,SW_BLACK_BEAR_2026,Black Bear Pursuit - Resident,Black Bear,Pursuit,Pursuit,NONE,Pursuit Only,Either Sex,False,STANDARD,"Spring: Mar 28-May 25, 2026 | Summer: July 5-July 31, 2026 | Fall: Nov 2-8, 2026",,,,,,,,,,Public,,,,NO_QUOTA_PUBLISHED,BLACK_BEAR_PURSUIT_NO_QUOTA,Utah DWR Hunt Planner,Utah DWR Hunt Planner black bear pursuit export confirms resident pursuit hunt; no quota or permit total is published for pursuit-only permit.,,,,black bear.csv,2026_black_bear_pursuit.xlsx,official_uploaded_source,SOURCE_CONFIRMED_NO_QUOTA_PUBLISHED,,,,,,,
BR1000,SW_BLACK_BEAR_2026,Black Bear - Statewide Permit,Black Bear,Statewide Permit,Statewide,NONE,Any Legal Weapon,Either Sex,False,STANDARD,Any open season on any open bear unit during the 2026 season. See 2026 Black Bear Guidebook for season dates,,,,,,,,,,Public,,,1,TOTAL_ONLY,CONSERVATION_MULTIYEAR_TOTAL,Utah DWR Conservation Permit Working List,Total count applied from Utah DWR 2025-2027 Multi-Year Conservation Permit working list. Resident/nonresident split is not published for these conservation permits.,,,,black bear.csv,8C1294DD__2025-27_conservation_permits.pdf,official_uploaded_source,COMPLETE_TOTAL_ONLY,,,,,,,
CG9999,SW_COUGAR_2026,Cougar - Statewide,Cougar,Statewide Permit,Statewide,NONE,Any Legal Weapon,Either Sex,False,STANDARD,open,,,,,,,,,,Public,0,0,0,FULL_SPLIT,DRAW_RES_NR_SPLIT,Utah DWR Hunt Planner,2026 resident/nonresident permit split from Utah DWR Hunt Planner export 2026_COUGAR_STATEWIDE.xlsx.,,,,cougar.csv,2026_COUGAR_STATEWIDE.xlsx,official_uploaded_source,COMPLETE,,,,,,,
DA1011,806,George Creek CWMU,Deer,CWMU,CWMU,ANTLERLESS,Any Legal Weapon,Antlerless,False,STANDARD,Contact operator for 2025 season dates,4.0,0.0,4.0,,5.0,4.0,80.0,1.4,4.6,CWMU,,,5,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_antlerless_cwmu.csv; no resident/nonresident split published in this source.,True,False,True,antlerless deer.xlsx,2026_deer_antlerless_cwmu.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,,,,,,,
DA1012,589,Junction Valley CWMU,Deer,CWMU,CWMU,ANTLERLESS,Any Legal Weapon,Antlerless,False,STANDARD,Contact operator for 2025 season dates,12.0,0.0,12.0,,14.0,14.0,100.0,1.8,5.0,CWMU,,,15,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_antlerless_cwmu.csv; no resident/nonresident split published in this source.,True,False,True,antlerless deer.xlsx,2026_deer_antlerless_cwmu.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,,,,,,,
DA1013,533,Mt Carmel CWMU,Deer,CWMU,CWMU,ANTLERLESS,Any Legal Weapon,Antlerless,False,STANDARD,Contact operator for 2025 season dates,4.0,0.0,4.0,,4.0,3.0,75.0,2.0,4.8,CWMU,,,5,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_antlerless_cwmu.csv; no resident/nonresident split published in this source.,True,False,True,antlerless deer.xlsx,2026_deer_antlerless_cwmu.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,,,,,,,
DA1050,509,The Rose of Snowville CWMU,Deer,CWMU,CWMU,ANTLERLESS,Any Legal Weapon,Antlerless,False,STANDARD,Contact operator for 2025 season dates,7.0,0.0,7.0,,8.0,6.0,75.0,1.0,4.0,CWMU,,,8,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_antlerless_cwmu.csv; no resident/nonresident split published in this source.,True,False,True,antlerless deer.xlsx,2026_deer_antlerless_cwmu.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,,,,,,,
DB1200,526,Alton - Premium Buck CWMU,Deer,CWMU,CWMU,NONE,Any Legal Weapon,Buck,False,STANDARD,Contact operator for 2026 season dates,3.0,0.0,3.0,,20.0,18.0,90.0,5.0,4.7,CWMU,,,3,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,3,0,82,97,Bonus Point Draw Results,,3
DB1201,526,Alton - Management Buck CWMU,Deer,CWMU,CWMU,NONE,Any Legal Weapon,Buck,False,STANDARD,Contact Operator for 2026 season dates,1.0,0.0,1.0,,5.0,5.0,100.0,2.6,4.8,CWMU,,,1,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,1,0,83,98,Bonus Point Draw Results,,1
DB1202,581,Antelope Creek CWMU,Deer,CWMU,CWMU,NONE,Any Legal Weapon,Buck,False,STANDARD,Contact Operator for 2026 season dates,1.0,0.0,1.0,,2.0,1.0,50.0,7.0,3.0,CWMU,,,1,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,1,0,84,99,Bonus Point Draw Results,,1
DB1203,599,Avintaquin Canyon CWMU,Deer,CWMU,CWMU,NONE,Any Legal Weapon,Buck,False,STANDARD,Contact Operator for 2026 season dates,1.0,0.0,1.0,,2.0,2.0,100.0,2.0,5.0,CWMU,,,1,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,1,0,85,100,Bonus Point Draw Results,,1
DB1204,559,Bally Watts CWMU,Deer,CWMU,CWMU,NONE,Any Legal Weapon,Buck,False,STANDARD,Contact Operator for 2026 season dates,1.0,0.0,1.0,,9.0,7.0,77.8,1.8,5.0,CWMU,,,1,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,1,0,86,101,Bonus Point Draw Results,,1
DB1205,527,Bar J Ranch CWMU,Deer,CWMU,CWMU,NONE,Any Legal Weapon,Buck,False,STANDARD,Contact Operator for 2026 season dates,1.0,0.0,1.0,,4.0,2.0,50.0,3.5,3.5,CWMU,,,1,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,1,0,87,102,Bonus Point Draw Results,,1
DB1206,582,Bear Mountain CWMU,Deer,CWMU,CWMU,NONE,Any Legal Weapon,Buck,False,STANDARD,Contact Operator for 2026 season dates,1.0,0.0,1.0,,11.0,11.0,100.0,3.3,4.7,CWMU,,,1,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,1,0,88,103,Bonus Point Draw Results,,1
DB1207,575,Bear Springs CWMU,Deer,CWMU,CWMU,NONE,Any Legal Weapon,Buck,False,STANDARD,Contact Operator for 2026 season dates,1.0,0.0,1.0,,3.0,2.0,66.7,3.3,5.0,CWMU,,,1,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,1,0,89,104,Bonus Point Draw Results,,1
DB1208,874,Blackhawk CWMU,Deer,CWMU,CWMU,NONE,Any Legal Weapon,Buck,False,STANDARD,Contact Operator for 2026 season dates,1.0,0.0,1.0,,7.0,7.0,100.0,4.0,4.8,CWMU,,,2,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,1,0,90,105,Bonus Point Draw Results,,1
DB1209,500,Blind Springs CWMU,Deer,CWMU,CWMU,NONE,Any Legal Weapon,Buck,False,STANDARD,Contact Operator for 2026 season dates,1.0,0.0,1.0,,5.0,4.0,80.0,3.0,4.8,CWMU,,,1,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,1,0,91,106,Bonus Point Draw Results,,1
DB1211,510,Blue Spring Hills CWMU,Deer,CWMU,CWMU,NONE,Any Legal Weapon,Buck,False,STANDARD,Contact Operator for 2026 season dates,1.0,0.0,1.0,,10.0,10.0,100.0,4.8,4.0,CWMU,,,1,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,1,0,92,107,Bonus Point Draw Results,,1
DB1212,604,Bluebell CWMU,Deer,CWMU,CWMU,NONE,Any Legal Weapon,Buck,False,STANDARD,Contact Operator for 2026 season dates,1.0,0.0,1.0,,10.0,10.0,100.0,3.3,5.0,CWMU,,,1,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,1,0,93,108,Bonus Point Draw Results,,1
DB1213,529,Boobe Hole CWMU,Deer,CWMU,CWMU,NONE,Any Legal Weapon,Buck,False,STANDARD,Contact Operator for 2026 season dates,2.0,0.0,2.0,,18.0,8.0,44.4,4.1,4.1,CWMU,,,2,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,2,0,94,109,Bonus Point Draw Results,,2
DB1215,598,Buckhorn Ranch CWMU,Deer,CWMU,CWMU,NONE,Any Legal Weapon,Buck,False,STANDARD,Contact Operator for 2026 season dates,1.0,0.0,1.0,,5.0,3.0,60.0,2.0,3.7,CWMU,,,1,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,1,0,95,110,Bonus Point Draw Results,,1
DB1216,545,Castle Valley Outdoors CWMU,Deer,CWMU,CWMU,NONE,Any Legal Weapon,Buck,False,STANDARD,Contact Operator for 2026 season dates,1.0,0.0,1.0,,7.0,7.0,100.0,2.6,4.6,CWMU,,,1,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,1,0,96,111,Bonus Point Draw Results,,1
DB1217,560,Causey Spring CWMU,Deer,CWMU,CWMU,NONE,Any Legal Weapon,Buck,False,STANDARD,Contact Operator for 2026 season dates,1.0,0.0,1.0,,13.0,12.0,92.3,3.0,4.9,CWMU,,,1,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,1,0,97,112,Bonus Point Draw Results,,1
DB1219,732,Chimney Rock CWMU,Deer,CWMU,CWMU,NONE,Any Legal Weapon,Buck,False,STANDARD,Contact Operator for 2026 season dates,2.0,0.0,2.0,,15.0,13.0,86.7,3.7,4.6,CWMU,,,2,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,2,0,98,113,Bonus Point Draw Results,,2
DB1222,505,Coldwater Ranch CWMU,Deer,CWMU,CWMU,NONE,Any Legal Weapon,Buck,False,STANDARD,Contact Operator for 2026 season dates,2.0,0.0,2.0,,12.0,12.0,100.0,2.2,5.0,CWMU,,,2,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,2,0,99,114,Bonus Point Draw Results,,2
DB1224,640,Cotton Thomas CWMU,Deer,CWMU,CWMU,NONE,Any Legal Weapon,Buck,False,STANDARD,Contact Operator for 2026 season dates,1.0,0.0,1.0,,10.0,9.0,90.0,4.6,4.1,CWMU,,,1,TOTAL_ONLY,CWMU_TOTAL,Utah DWR Hunt Planner,2026 total allotment from Utah DWR Hunt Planner export 2026_deer_buck_cwmu.csv; no resident/nonresident split published in this source.,True,True,False,buck_deer.xlsx,2026_deer_buck_cwmu.csv,official_uploaded_source,COMPLETE_TOTAL_ONLY,1,0,100,115,Bonus Point Draw Results,,1
