boundary_id,boundary_name,source_file,source_type,source_date
733,Dilly Ranch,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
735,Indian Head,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
736,Patmos Ridge,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
889,"Book Cliffs, Little Creek/South",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
890,First Light,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
891,Sweetwater,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
892,Big Piney Mountain Ranch,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
893,"Southwest Desert, Burbank/Garrison",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
894,"Southwest Desert, Desert Experimental Range",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
895,Vernal-Ouray Valley,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
896,Escalante,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
897,Oak City,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
898,Central Region (fall turkey),D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
900,West Desert_StagingBoundary,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
903,Shoshone Aborigonal Lands,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
905,Faust Valley,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
909,"Vernal, Ashley Valley",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
910,"Fillmore, Fillmore City",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
911,Northern Region (fall turkey),D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
913,Northern Region (fall turkey),D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
914,Northern Region (fall turkey),D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
915,Northern Region (fall turkey),D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
916,Northern Region (fall turkey),D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
12,"Book Cliffs, Little Creek Roadless",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
201,Heist,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
490,Sharp Mountain,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
492,North Peaks,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
504,Park Valley Hereford,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
509,The Rose of Snowville,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
512,Dove Creek,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
516,Double Cone,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
524,Weber Florence Creek,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
533,Mt Carmel,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
555,Heaston East,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
556,Coyote Little Pole,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
557,Allen Ranch,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
565,Middle Ridge,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
568,Deseret,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
574,Pisgah Mountain,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
586,Wallsburg,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
589,Junction Valley,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
603,Park Valley,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
737,Plymouth Peak,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
807,East Zion,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
826,Pahvant Ensign,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
830,Cedar Springs,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
856,Rosette,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
874,West Ridge,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
875,Raft River,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
878,5S Land and Livestock,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
906,Salt Wells,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
907,Red Iron,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
908,Dry Creek,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
912,Northern Region (fall turkey),D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
918,Green River Flat,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
920,"Wasatch Mtns, Tabby Mtn",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
921,"Wasatch Mtns, Rabbit Gulch",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
922,Kimberly,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
923,The Dirty Dozen,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
924,Ogden (excludes Hyrum),D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
925,Cedar/Stansbury,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
926,"West Desert, Swasey",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
927,Oquirrh/Tintic,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
928,Little Rockies,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
929,"San Juan, Mancos Mesa",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
930,Moab Valley,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
931,Uinta Basin Private Lands Any Bull Elk,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
932,Castle Valley,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
933,"Escalante, East",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
934,"Escalante, West",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
9218,Uintah Basin Extended Archery Area,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
10002,"West Desert, Keg Mtn",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
10003,Mineral Mountain,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
18,"Box Elder, Hansel Mtn",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
33,"Cache, Meadowville",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
51,Manti,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
69,Chalk Creek,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
81,"Fillmore, Oak Creek South",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
88,"Fillmore, Pahvant",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
94,Henry Mtns,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
107,"Nebo, Moroni Hills",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
108,Dolores Triangle,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
117,Morgan-South Rich,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
129,"Nine Mile, Anthro-Myton Bench",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
143,"North Slope, Summit/West Daggett",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
163,Paunsaugunt,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
175,Fishlake/Thousand Lakes,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
183,San Juan Bull Elk,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
188,"San Juan, Montezuma Canyon",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
194,"San Rafael, North",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
206,Diamond Mtn,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
222,Wasatch Mtns,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
241,"West Desert, Deep Creek",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
276,East Canyon,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
277,"Nine Mile, Range Creek",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
301,"Book Cliffs, Floy Canyon",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
302,"Cache, North",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
303,"Cache, South",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
304,"Cache, Wellsville",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
455,Boulder/Kaiparowits,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
609,Ogden,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
611,Kamas,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
613,Yellowstone,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
614,Vernal/Bonanza,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
617,La Sal Mtns,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
625,Southwest Desert,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
629,Monroe,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
630,Mt Dutton,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
634,Panguitch Lake,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
635,Zion,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
636,Pine Valley,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
639,"Cache, East Rich",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
672,"Beaver, West",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
685,"Beaver, East",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
742,"Wasatch Mtns, North",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
751,"San Rafael, South-Dirty Devil",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
867,"Box Elder, Grouse Creek",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
868,"Box Elder, Sawtooth",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
899,"Book Cliffs, Bitter Creek/East",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
901,Nebo/San Pitch Mtns,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
902,Valley Mtns,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
904,West Desert,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
935,$50 Coyote Bounty,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
488,Whites Valley,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
496,Rattlesnake Pass,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
499,Washakie,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
501,Pocatello Valley,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
511,West Hills,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
514,Fort Ranch,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
542,Preston Nutter Ranch,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
546,Spring Creek/Dodge,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
547,Summit Point,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
548,Redd Ranches,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
602,Thatcher Mountain,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
640,Cotton Thomas,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
808,Blackhawk,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
919,Prohibition Springs,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
936,$100 Coyote Bounty,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
937,"Wasatch Mtns, Salt Lake-Timpanogos",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
938,"Manti, Ferron-Nelson Mtn",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
939,"Ogden, North",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
940,"Parker Mtn, Plains",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
941,"East Canyon, East",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
942,Southern Region (fall turkey),D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
943,Southern Region (fall turkey),D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
944,Southern Region (fall turkey),D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
945,Southern Region (fall turkey),D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
946,Southeastern Region (fall turkey),D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
947,Oquirrh,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
948,House/Tintic,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
949,West Cache Extended Archery Area (Elk),D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
950,Mt Dutton North,D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
951,"Paunsaugunt, East Creek",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
952,"Manti, Ferron Lower Escarpment",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
953,"Wasatch Mtns, Red Creek West",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
954,"Wasatch Mtns, Wildcat/Timber Canyon",D:/Users/tyler/Desktop/test website/hunt_boundaries.geojson,GeoJSON,
