hunt_code,page,section,line,permits_2025_res,permits_2025_nr,permits_2025_total,permits_2026_res,permits_2026_nr,permits_2026_total,split_type,species,hunt_name,hunt_type,weapon,sex_type,access_type,permits_total_2025_main,in_main_file,permits_delta_vs_2025_main,source_pdf
PB5024,38,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (4 of 4),Muzzleloader PB5024 31 4 35 31 4 35,31,4,35,31,4,35,res_nr_split,Pronghorn,Southwest Desert,Limited Entry,Muzzleloader,Male Only,Public,35,TRUE,0,2026-04-rac-packet.pdf
PB5048,38,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (4 of 4),Any Legal Weapon PB5048 59 7 66 54 6 60,59,7,66,54,6,60,res_nr_split,Pronghorn,Vernal,Limited Entry,Any Legal Weapon,Male Only,Public,71,TRUE,-11,2026-04-rac-packet.pdf
PB5017,38,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (4 of 4),Archery PB5017 20 2 22 18 2 20,20,2,22,18,2,20,res_nr_split,Pronghorn,Vernal,Limited Entry,Archery,Male Only,Public,20,TRUE,0,2026-04-rac-packet.pdf
PB5072,38,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (4 of 4),Muzzleloader PB5072 20 2 22 18 2 20,20,2,22,18,2,20,res_nr_split,Pronghorn,Vernal,Limited Entry,Muzzleloader,Male Only,Public,22,TRUE,-2,2026-04-rac-packet.pdf
PB5050,38,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (4 of 4),Any Legal Weapon PB5050 67 7 74 73 8 81,67,7,74,73,8,81,res_nr_split,Pronghorn,"West Desert, Riverbed",Limited Entry,Any Legal Weapon,Male Only,Public,78,TRUE,3,2026-04-rac-packet.pdf
PB5019,38,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (4 of 4),Archery PB5019 16 2 18 18 2 20,16,2,18,18,2,20,res_nr_split,Pronghorn,"West Desert, Riverbed",Limited Entry,Archery,Male Only,Public,18,TRUE,2,2026-04-rac-packet.pdf
PB5051,38,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (4 of 4),Any Legal Weapon PB5051 32 4 36 32 4 36,32,4,36,32,4,36,res_nr_split,Pronghorn,"West Desert, Rush Valley",Limited Entry,Any Legal Weapon,Male Only,Public,37,TRUE,-1,2026-04-rac-packet.pdf
PB5020,38,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (4 of 4),Archery PB5020 8 1 9 8 1 9,8,1,9,8,1,9,res_nr_split,Pronghorn,"West Desert, Rush Valley",Limited Entry,Archery,Male Only,Public,9,TRUE,0,2026-04-rac-packet.pdf
PB5052,38,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (4 of 4),Any Legal Weapon PB5052 86 10 96 95 11 106,86,10,96,95,11,106,res_nr_split,Pronghorn,"West Desert, Snake Valley",Limited Entry,Any Legal Weapon,Male Only,Public,100,TRUE,6,2026-04-rac-packet.pdf
PB5021,38,2026 LIMITED ENTRY BUCK PRONGHORN PERMITS (4 of 4),Archery PB5021 22 2 24 23 3 26,22,2,24,23,3,26,res_nr_split,Pronghorn,"West Desert, Snake Valley",Limited Entry,Archery,Male Only,Public,23,TRUE,3,2026-04-rac-packet.pdf
PD1012,39,2026 DOE PRONGHORN HUNT,"PD1012 Box Elder, Any Legal Weapon Oct 03 2026 - Oct 25 2026 22 3 25 18 2 20",22,3,25,18,2,20,res_nr_split,Pronghorn,"Box Elder, Promontory",Antlerless,Any Legal Weapon,Female Only,Public,24,TRUE,-4,2026-04-rac-packet.pdf
PD1000,39,2026 DOE PRONGHORN HUNT,"PD1000 Box Elder, Snowville Any Legal Weapon Nov 07 2026 - Dec 06 2026 72 8 80 36 4 40",72,8,80,36,4,40,res_nr_split,Pronghorn,"Box Elder, Snowville",Antlerless,Any Legal Weapon,Female Only,Public,80,TRUE,-40,2026-04-rac-packet.pdf
PD1017,39,2026 DOE PRONGHORN HUNT,"PD1017 Box Elder, West Any Legal Weapon Oct 03 2026 - Oct 25 2026 49 6 55 31 4 35",49,6,55,31,4,35,res_nr_split,Pronghorn,"Box Elder, West",Antlerless,Any Legal Weapon,Female Only,Public,55,TRUE,-20,2026-04-rac-packet.pdf
PD1034,39,2026 DOE PRONGHORN HUNT,"PD1034 Fillmore, Oak Creek Any Legal Weapon Aug 01 2026 - Aug 13 2026 27 3 30 27 3 30",27,3,30,27,3,30,res_nr_split,Pronghorn,"Fillmore, Oak Creek South",Antlerless,Any Legal Weapon,Female Only,Public,30,TRUE,0,2026-04-rac-packet.pdf
PD1035,39,2026 DOE PRONGHORN HUNT,"PD1035 Fillmore, Oak Creek Any Legal Weapon Oct 31 2026 - Nov 28 2026 27 3 30 27 3 30",27,3,30,27,3,30,res_nr_split,Pronghorn,"Fillmore, Oak Creek South",Antlerless,Any Legal Weapon,Female Only,Public,30,TRUE,0,2026-04-rac-packet.pdf
PD1043,39,2026 DOE PRONGHORN HUNT,"PD1043 Nine Mile, Anthro- Any Legal Weapon Aug 01 2026 - Aug 14 2026 9 1 10 9 1 10",9,1,10,9,1,10,res_nr_split,Pronghorn,"Nine Mile, Anthro-Pleasant Valley",Antlerless,Any Legal Weapon,Female Only,Public,10,TRUE,0,2026-04-rac-packet.pdf
PD1039,39,2026 DOE PRONGHORN HUNT,"PD1039 Panguitch Lake/Zion, Any Legal Weapon Nov 07 2026 - Nov 15 2026 – – – 36 4 40",,,,36,4,40,res_nr_split,Pronghorn,"Panguitch Lake/Zion, North",Antlerless,Any Legal Weapon,Female Only,Public,,FALSE,,2026-04-rac-packet.pdf
PD1054,39,2026 DOE PRONGHORN HUNT,PD1054 Parker Mtn Archery Aug 29 2026 - Sept 11 2026 27 3 30 27 3 30,27,3,30,27,3,30,res_nr_split,Pronghorn,Parker Mtn,Antlerless,Archery,Female Only,Public,29,TRUE,1,2026-04-rac-packet.pdf
PD1055,39,2026 DOE PRONGHORN HUNT,PD1055 Parker Mtn Muzzleloader Oct 29 2026 - Nov 08 2026 31 4 35 31 4 35,31,4,35,31,4,35,res_nr_split,Pronghorn,Parker Mtn,Antlerless,Muzzleloader,Female Only,Public,34,TRUE,1,2026-04-rac-packet.pdf
PD1056,39,2026 DOE PRONGHORN HUNT,PD1056 Parker Mtn Any Legal Weapon Dec 12 2026 - Dec 20 2026 36 4 40 36 4 40,36,4,40,36,4,40,res_nr_split,Pronghorn,Parker Mtn,Antlerless,Any Legal Weapon,Female Only,Public,37,TRUE,3,2026-04-rac-packet.pdf
PD1057,39,2026 DOE PRONGHORN HUNT,"PD1057 Parker Mtn, Any Legal Weapon Oct 08 2026 - Oct 16 2026 31 4 35 27 3 30",31,4,35,27,3,30,res_nr_split,Pronghorn,"Parker Mtn, Highlands",Antlerless,Any Legal Weapon,Female Only,Public,34,TRUE,-4,2026-04-rac-packet.pdf
PD1058,39,2026 DOE PRONGHORN HUNT,"PD1058 Parker Mtn, Any Legal Weapon Nov 21 2026 - Nov 29 2026 36 4 40 36 4 40",36,4,40,36,4,40,res_nr_split,Pronghorn,"Parker Mtn, Highlands",Antlerless,Any Legal Weapon,Female Only,Public,38,TRUE,2,2026-04-rac-packet.pdf
PD1059,39,2026 DOE PRONGHORN HUNT,"PD1059 Parker Mtn, Plains Any Legal Weapon Oct 08 2026 - Oct 16 2026 27 3 30 31 4 35",27,3,30,31,4,35,res_nr_split,Pronghorn,"Parker Mtn, Plains",Antlerless,Any Legal Weapon,Female Only,Public,28,TRUE,7,2026-04-rac-packet.pdf
PD1060,39,2026 DOE PRONGHORN HUNT,"PD1060 Parker Mtn, Plains Any Legal Weapon Nov 21 2026 - Nov 29 2026 36 4 40 36 4 40",36,4,40,36,4,40,res_nr_split,Pronghorn,"Parker Mtn, Plains",Antlerless,Any Legal Weapon,Female Only,Public,39,TRUE,1,2026-04-rac-packet.pdf
PD1033,39,2026 DOE PRONGHORN HUNT,"PD1033 San Rafael, Poison Any Legal Weapon Oct 03 2026 - Oct 25 2026 13 2 15 13 2 15",13,2,15,13,2,15,res_nr_split,Pronghorn,"San Rafael, Poison Springs Bench",Antlerless,Any Legal Weapon,Female Only,Public,15,TRUE,0,2026-04-rac-packet.pdf
PD1044,39,2026 DOE PRONGHORN HUNT,PD1044 Vernal-Ouray Valley Any Legal Weapon Oct 03 2026 - Oct 15 2026 9 1 10 4 1 5,9,1,10,4,1,5,res_nr_split,Pronghorn,Vernal-Ouray Valley,Antlerless,Any Legal Weapon,Female Only,Public,9,TRUE,-4,2026-04-rac-packet.pdf
DA1051,42,2026 ANTLERLESS DEER HUNT,DA1051 Beaver City Archery Aug 01 2026 - Sept 04 2026 – 10,,,,,,10,total_only,Deer,Beaver City,Antlerless,Archery,Female Only,Public,,FALSE,,2026-04-rac-packet.pdf
DA1001,42,2026 ANTLERLESS DEER HUNT,"DA1001 Box Elder, West Bear River Archery, Muzzleloader, Shotgun Aug 18 2026 - Aug 30 2026 30 30",,,30,,,30,total_only,Deer,"Box Elder, West Bear River",Antlerless,Any Legal Weapon,Female Only,Public,29,TRUE,1,2026-04-rac-packet.pdf
DA1002,42,2026 ANTLERLESS DEER HUNT,"DA1002 Box Elder, West Bear River Archery, Muzzleloader, Shotgun Nov 24 2026 - Nov 29 2026 30 30",,,30,,,30,total_only,Deer,"Box Elder, West Bear River",Antlerless,Any Legal Weapon,Female Only,Public,29,TRUE,1,2026-04-rac-packet.pdf
DA1027,42,2026 ANTLERLESS DEER HUNT,"DA1027 East Canyon, Davis-North Salt Lake Any Legal Weapon Aug 01 2026 - Sept 15 2026 30 30",,,30,,,30,total_only,Deer,"East Canyon, Davis-North Salt Lake",Antlerless,Any Legal Weapon,Female Only,Public,30,TRUE,0,2026-04-rac-packet.pdf
DA1048,42,2026 ANTLERLESS DEER HUNT,DA1048 Fillmore City Archery Aug 01 2026 - Sept 04 2026 15 15,,,15,,,15,total_only,Deer,Fillmore City,Antlerless,Archery,Female Only,Public,14,TRUE,1,2026-04-rac-packet.pdf
DA1045,42,2026 ANTLERLESS DEER HUNT,"DA1045 Fillmore, Oak City Archery Aug 01 2026 - Sept 04 2026 20 20",,,20,,,20,total_only,Deer,"Fillmore, Oak City",Antlerless,Archery,Female Only,Public,18,TRUE,2,2026-04-rac-packet.pdf
DA1003,42,2026 ANTLERLESS DEER HUNT,"DA1003 Monroe/Plateau, Sevier Valley Archery, Muzzleloader, Shotgun Sept 01 2026 - Sept 30 2026 15 15",,,15,,,15,total_only,Deer,"Monroe/Plateau, Sevier Valley",Antlerless,"Archery, Muzzleloader, Shotgun",Female Only,Public,14,TRUE,1,2026-04-rac-packet.pdf
DA1041,42,2026 ANTLERLESS DEER HUNT,"DA1041 Nine Mile, Green River Valley Any Legal Weapon Oct 03 2026 - Oct 25 2026 15 15",,,15,,,15,total_only,Deer,"Nine Mile, Green River Valley",Antlerless,Any Legal Weapon,Female Only,Public,15,TRUE,0,2026-04-rac-packet.pdf
DA1030,42,2026 ANTLERLESS DEER HUNT,"DA1030 Nine Mile, Price River Valley Archery Aug 15 2026 - Sept 11 2026 25 25",,,25,,,25,total_only,Deer,"Nine Mile, Price River Valley",Antlerless,Archery,Female Only,Public,24,TRUE,1,2026-04-rac-packet.pdf
DA1046,42,2026 ANTLERLESS DEER HUNT,"DA1046 Nine Mile, Price River Valley Archery, Muzzleloader, Shotgun Sept 12 2026 - Oct 09 2026 25 25",,,25,,,25,total_only,Deer,"Nine Mile, Price River Valley",Antlerless,"Archery, Muzzleloader, Shotgun",Female Only,Public,25,TRUE,0,2026-04-rac-packet.pdf
DA1031,42,2026 ANTLERLESS DEER HUNT,"DA1031 Oquirrh-Stansbury, Settlement Cyn Archery Aug 15 2026 - Sept 11 2026 20 20",,,20,,,20,total_only,Deer,"Oquirrh-Stansbury, Settlement Cyn",Antlerless,Archery,Female Only,Public,20,TRUE,0,2026-04-rac-packet.pdf
DA1009,42,2026 ANTLERLESS DEER HUNT,"DA1009 Pine Valley, Enterprise Any Legal Weapon Aug 01 2026 - Aug 12 2026 25 20",,,25,,,20,total_only,Deer,"Pine Valley, Enterprise",Antlerless,Any Legal Weapon,Female Only,Public,25,TRUE,-5,2026-04-rac-packet.pdf
DA1018,42,2026 ANTLERLESS DEER HUNT,"DA1018 Pine Valley, New Harmony Archery, Muzzleloader, Shotgun Aug 01 2026 - Aug 12 2026 20 15",,,20,,,15,total_only,Deer,"Pine Valley, New Harmony",Antlerless,"Archery, Muzzleloader, Shotgun",Female Only,Public,18,TRUE,-3,2026-04-rac-packet.pdf
DA1033,42,2026 ANTLERLESS DEER HUNT,"DA1033 San Juan, Monticello Archery Aug 01 2026 - Sept 14 2026 5 10",,,5,,,10,total_only,Deer,"San Juan, Monticello",Antlerless,Archery,Female Only,Public,5,TRUE,5,2026-04-rac-packet.pdf
DA1042,42,2026 ANTLERLESS DEER HUNT,"DA1042 San Juan, Monticello Archery Nov 24 2026 - Dec 31 2026 5 5",,,5,,,5,total_only,Deer,"San Juan, Monticello",Antlerless,Archery,Female Only,Public,5,TRUE,0,2026-04-rac-packet.pdf
DA1047,42,2026 ANTLERLESS DEER HUNT,DA1047 Vernal-Ouray Valley Any Legal Weapon Sept 26 2026 - Dec 11 2026 25 25,,,25,,,25,total_only,Deer,Vernal-Ouray Valley,Antlerless,Any Legal Weapon,Female Only,Public,23,TRUE,2,2026-04-rac-packet.pdf
DA1049,42,2026 ANTLERLESS DEER HUNT,"DA1049 Vernal, Ashley Valley Archery Aug 15 2026 - Dec 11 2026 35 35",,,35,,,35,total_only,Deer,"Vernal, Ashley Valley",Antlerless,Archery,Female Only,Public,35,TRUE,0,2026-04-rac-packet.pdf
EA1222,43,2026 ANTLERLESS ELK HUNT (1 OF 4),"EA1222 Beaver, East Any Legal Weapon Nov 21 2026 - Dec 11 2026 27 3 30 36 4 40",27,3,30,36,4,40,res_nr_split,Elk,"Beaver, East",Antlerless,Any Legal Weapon,Female Only,Public,30,TRUE,10,2026-04-rac-packet.pdf
EA1223,43,2026 ANTLERLESS ELK HUNT (1 OF 4),"EA1223 Beaver, East Any Legal Weapon Dec 12 2026 - Dec 26 2026 27 3 30 36 4 40",27,3,30,36,4,40,res_nr_split,Elk,"Beaver, East",Antlerless,Any Legal Weapon,Female Only,Public,29,TRUE,11,2026-04-rac-packet.pdf
EA1224,43,2026 ANTLERLESS ELK HUNT (1 OF 4),"EA1224 Book Cliffs, Bitter Any Legal Weapon Oct 03 2026 - Oct 15 2026 117 13 130 117 13 130",117,13,130,117,13,130,res_nr_split,Elk,"Book Cliffs, Bitter Creek/South",Antlerless,Any Legal Weapon,Female Only,Public,129,TRUE,1,2026-04-rac-packet.pdf
EA1225,43,2026 ANTLERLESS ELK HUNT (1 OF 4),"EA1225 Book Cliffs, Bitter Any Legal Weapon Nov 16 2026 - Dec 13 2026 147 16 163 147 16 163",147,16,163,147,16,163,res_nr_split,Elk,"Book Cliffs, Bitter Creek/South",Antlerless,Muzzleloader,Female Only,Public,154,TRUE,9,2026-04-rac-packet.pdf
EA1077,43,2026 ANTLERLESS ELK HUNT (1 OF 4),EA1077 Boulder-Circle Cliffs Any Legal Weapon Oct 07 2026 - Jan 10 2027 27 3 30 27 3 30,27,3,30,27,3,30,res_nr_split,Elk,Boulder-Circle Cliffs,Antlerless,Any Legal Weapon,Female Only,Public,30,TRUE,0,2026-04-rac-packet.pdf
EA1075,43,2026 ANTLERLESS ELK HUNT (1 OF 4),EA1075 Boulder East Any Legal Weapon Nov 21 2026 - Dec 31 2026 45 5 50 45 5 50,45,5,50,45,5,50,res_nr_split,Elk,Boulder East,Antlerless,Any Legal Weapon,Female Only,Public,46,TRUE,4,2026-04-rac-packet.pdf
EA1076,43,2026 ANTLERLESS ELK HUNT (1 OF 4),EA1076 Boulder West Any Legal Weapon Nov 21 2026 - Dec 31 2026 45 5 50 45 5 50,45,5,50,45,5,50,res_nr_split,Elk,Boulder West,Antlerless,Any Legal Weapon,Female Only,Public,49,TRUE,1,2026-04-rac-packet.pdf
EA1287,43,2026 ANTLERLESS ELK HUNT (1 OF 4),"EA1287 Box Elder, Grouse Any Legal Weapon Nov 06 2026 - Jan 31 2027 – – – 27 3 30",,,,27,3,30,res_nr_split,Elk,"Box Elder, Grouse Creek",Antlerless,Any Legal Weapon,Female Only,Public,,FALSE,,2026-04-rac-packet.pdf
EA1266,43,2026 ANTLERLESS ELK HUNT (1 OF 4),"EA1266 Box Elder, Hansel Any Legal Weapon Aug 01 2026 - Jan 31 2027 18 2 20 27 3 30",18,2,20,27,3,30,res_nr_split,Elk,"Box Elder, Hansel Mtn",Antlerless,Any Legal Weapon,Female Only,Public,20,TRUE,10,2026-04-rac-packet.pdf
EA1203,43,2026 ANTLERLESS ELK HUNT (1 OF 4),"EA1203 Box Elder, Pilot Mtn Any Legal Weapon Aug 01 2026 - Aug 15 2026 4 1 5 4 1 5",4,1,5,4,1,5,res_nr_split,Elk,"Box Elder, Pilot Mtn",Antlerless,Any Legal Weapon,Female Only,Public,5,TRUE,0,2026-04-rac-packet.pdf
EA1204,43,2026 ANTLERLESS ELK HUNT (1 OF 4),"EA1204 Box Elder, Pilot Mtn Any Legal Weapon Oct 10 2026 - Oct 31 2026 4 1 5 4 1 5",4,1,5,4,1,5,res_nr_split,Elk,"Box Elder, Pilot Mtn",Antlerless,Any Legal Weapon,Female Only,Public,5,TRUE,0,2026-04-rac-packet.pdf
EA1267,43,2026 ANTLERLESS ELK HUNT (1 OF 4),EA1267 Cache Any Legal Weapon Oct 03 2026 - Oct 25 2026 81 9 90 180 20 200,81,9,90,180,20,200,res_nr_split,Elk,Cache,Antlerless,Any Legal Weapon,Female Only,Public,87,TRUE,113,2026-04-rac-packet.pdf
EA1010,43,2026 ANTLERLESS ELK HUNT (1 OF 4),"EA1010 Cache, Rich Any Legal Weapon Oct 03 2026 - Oct 25 2026 18 2 20 31 4 35",18,2,20,31,4,35,res_nr_split,Elk,"Cache, Rich",Antlerless,Any Legal Weapon,Female Only,Public,20,TRUE,15,2026-04-rac-packet.pdf
EA1193,43,2026 ANTLERLESS ELK HUNT (1 OF 4),"EA1193 Cache, Rich Any Legal Weapon Nov 14 2026 - Jan 15 2027 18 2 20 31 4 35",18,2,20,31,4,35,res_nr_split,Elk,"Cache, Rich",Antlerless,Any Legal Weapon,Female Only,Public,20,TRUE,15,2026-04-rac-packet.pdf
EA1011,43,2026 ANTLERLESS ELK HUNT (1 OF 4),"EA1011 Cache, Richards Any Legal Weapon Nov 14 2026 - Dec 31 2026 9 1 10 18 2 20",9,1,10,18,2,20,res_nr_split,Elk,"Cache, Richards Hollow",Antlerless,Any Legal Weapon,Female Only,Public,10,TRUE,10,2026-04-rac-packet.pdf
EA1026,43,2026 ANTLERLESS ELK HUNT (1 OF 4),EA1026 Chalk Creek Any Legal Weapon Nov 07 2026 - Jan 30 2027 315 35 350 315 35 350,315,35,350,315,35,350,res_nr_split,Elk,Chalk Creek,Antlerless,Any Legal Weapon,Female Only,Public,341,TRUE,9,2026-04-rac-packet.pdf
EA1089,43,2026 ANTLERLESS ELK HUNT (1 OF 4),EA1089 Diamond Mtn Any Legal Weapon Oct 31 2026 - Nov 08 2026 45 5 50 45 5 50,45,5,50,45,5,50,res_nr_split,Elk,Diamond Mtn,Antlerless,Any Legal Weapon,Female Only,Public,49,TRUE,1,2026-04-rac-packet.pdf
EA1090,43,2026 ANTLERLESS ELK HUNT (1 OF 4),EA1090 Diamond Mtn Any Legal Weapon Nov 14 2026 - Nov 22 2026 45 5 50 45 5 50,45,5,50,45,5,50,res_nr_split,Elk,Diamond Mtn,Antlerless,Any Legal Weapon,Female Only,Public,49,TRUE,1,2026-04-rac-packet.pdf
EA1037,43,2026 ANTLERLESS ELK HUNT (1 OF 4),EA1037 Dolores Triangle Any Legal Weapon Dec 12 2026 - Jan 31 2027 45 5 50 45 5 50,45,5,50,45,5,50,res_nr_split,Elk,Dolores Triangle,Antlerless,Any Legal Weapon,Female Only,Public,49,TRUE,1,2026-04-rac-packet.pdf
EA1236,43,2026 ANTLERLESS ELK HUNT (1 OF 4),EA1236 East Canyon Any Legal Weapon Dec 01 2026 - Jan 11 2027 135 15 150 135 15 150,135,15,150,135,15,150,res_nr_split,Elk,East Canyon,Antlerless,Any Legal Weapon,Female Only,Public,147,TRUE,3,2026-04-rac-packet.pdf
EA1272,43,2026 ANTLERLESS ELK HUNT (1 OF 4),"EA1272 East Canyon, East Any Legal Weapon Dec 01 2026 - Jan 31 2027 135 15 150 135 15 150",135,15,150,135,15,150,res_nr_split,Elk,"East Canyon, East",Antlerless,Any Legal Weapon,Female Only,Public,145,TRUE,5,2026-04-rac-packet.pdf
EA1209,43,2026 ANTLERLESS ELK HUNT (1 OF 4),"EA1209 Fillmore, Oak Creek Any Legal Weapon Nov 14 2026 - Jan 29 2027 45 5 50 45 5 50",45,5,50,45,5,50,res_nr_split,Elk,"Fillmore, Oak Creek LE",Antlerless,Any Legal Weapon,Female Only,Public,49,TRUE,1,2026-04-rac-packet.pdf
EA1030,43,2026 ANTLERLESS ELK HUNT (1 OF 4),"EA1030 Fillmore, Pahvant Any Legal Weapon Nov 14 2026 - Dec 05 2026 45 5 50 45 5 50",45,5,50,45,5,50,res_nr_split,Elk,"Fillmore, Pahvant",Antlerless,Any Legal Weapon,Female Only,Public,47,TRUE,3,2026-04-rac-packet.pdf
EA1031,43,2026 ANTLERLESS ELK HUNT (1 OF 4),"EA1031 Fillmore, Pahvant Any Legal Weapon Dec 12 2026 - Jan 29 2027 45 5 50 45 5 50",45,5,50,45,5,50,res_nr_split,Elk,"Fillmore, Pahvant",Antlerless,Any Legal Weapon,Female Only,Public,48,TRUE,2,2026-04-rac-packet.pdf
EA1078,43,2026 ANTLERLESS ELK HUNT (1 OF 4),EA1078 Fishlake/Thousand Any Legal Weapon Oct 03 2026 - Oct 15 2026 243 27 270 243 27 270,243,27,270,243,27,270,res_nr_split,Elk,Fishlake/Thousand Lakes,Antlerless,Any Legal Weapon,Female Only,Public,264,TRUE,6,2026-04-rac-packet.pdf
EA1079,43,2026 ANTLERLESS ELK HUNT (1 OF 4),EA1079 Fishlake/Thousand Any Legal Weapon Nov 21 2026 - Dec 30 2026 58 7 65 58 7 65,58,7,65,58,7,65,res_nr_split,Elk,Fishlake/Thousand Lakes East,Antlerless,Any Legal Weapon,Female Only,Public,64,TRUE,1,2026-04-rac-packet.pdf
EA1080,43,2026 ANTLERLESS ELK HUNT (1 OF 4),EA1080 Fishlake/Thousand Any Legal Weapon Nov 21 2026 - Dec 30 2026 54 6 60 54 6 60,54,6,60,54,6,60,res_nr_split,Elk,Fishlake/Thousand Lakes West,Antlerless,Any Legal Weapon,Female Only,Public,59,TRUE,1,2026-04-rac-packet.pdf
EA1033,43,2026 ANTLERLESS ELK HUNT (1 OF 4),EA1033 Kamas Any Legal Weapon Nov 07 2026 - Jan 17 2027 112 13 125 90 10 100,112,13,125,90,10,100,res_nr_split,Elk,Kamas,Antlerless,Any Legal Weapon,Female Only,Public,125,TRUE,-25,2026-04-rac-packet.pdf
EA2033,43,2026 ANTLERLESS ELK HUNT (1 OF 4),EA2033 Kamas Archery Aug 15 2026 - Sept 16 2026 225 25 250 180 20 200,225,25,250,180,20,200,res_nr_split,Elk,Kamas,Antlerless,Any Legal Weapon,Female Only,Public,73,TRUE,127,2026-04-rac-packet.pdf
EA1035,43,2026 ANTLERLESS ELK HUNT (1 OF 4),"EA1035 Kamas, Oakley Any Legal Weapon Nov 07 2026 - Dec 30 2026 112 13 125 90 10 100",112,13,125,90,10,100,res_nr_split,Elk,"Kamas, Oakley",Antlerless,Any Legal Weapon,Female Only,Public,125,TRUE,-25,2026-04-rac-packet.pdf
EA1038,44,2026 ANTLERLESS ELK HUNT (2 OF 4),EA1038 La Sal Mtns Any Legal Weapon Oct 03 2026 - Oct 15 2026 180 20 200 180 20 200,180,20,200,180,20,200,res_nr_split,Elk,La Sal Mtns,Antlerless,Any Legal Weapon,Female Only,Public,197,TRUE,3,2026-04-rac-packet.pdf
EA1039,44,2026 ANTLERLESS ELK HUNT (2 OF 4),EA1039 La Sal Mtns Any Legal Weapon Nov 19 2026 - Dec 31 2026 135 15 150 135 15 150,135,15,150,135,15,150,res_nr_split,Elk,La Sal Mtns,Antlerless,Any Legal Weapon,Female Only,Public,148,TRUE,2,2026-04-rac-packet.pdf
EA1237,44,2026 ANTLERLESS ELK HUNT (2 OF 4),"EA1237 La Sal Mtns, North Any Legal Weapon Nov 19 2026 - Dec 31 2026 157 18 175 157 18 175",157,18,175,157,18,175,res_nr_split,Elk,"La Sal Mtns, North",Antlerless,Any Legal Weapon,Female Only,Public,170,TRUE,5,2026-04-rac-packet.pdf
EA1013,44,2026 ANTLERLESS ELK HUNT (2 OF 4),"EA1013 Manti, Central Any Legal Weapon Oct 03 2026 - Oct 15 2026 63 7 70 63 7 70",63,7,70,63,7,70,res_nr_split,Elk,"Manti, Central",Antlerless,Any Legal Weapon,Female Only,Public,68,TRUE,2,2026-04-rac-packet.pdf
EA1015,44,2026 ANTLERLESS ELK HUNT (2 OF 4),"EA1015 Manti, Ferron Any Legal Weapon Oct 03 2026 - Oct 15 2026 63 7 70 63 7 70",63,7,70,63,7,70,res_nr_split,Elk,"Manti, Ferron Canyon",Antlerless,Any Legal Weapon,Female Only,Public,70,TRUE,0,2026-04-rac-packet.pdf
EA1288,44,2026 ANTLERLESS ELK HUNT (2 OF 4),"EA1288 Manti, Ferron Lower Any Legal Weapon Dec 22 2026 - Jan 31 2027 – – – 36 4 40",,,,36,4,40,res_nr_split,Elk,"Manti, Ferron Lower",Antlerless,Any Legal Weapon,Female Only,Public,,FALSE,,2026-04-rac-packet.pdf
EA1289,44,2026 ANTLERLESS ELK HUNT (2 OF 4),"EA1289 Manti, Ferron Lower Any Legal Weapon Nov 14 2026 - Dec 21 2026 – – – 36 4 40",,,,36,4,40,res_nr_split,Elk,"Manti, Ferron Lower",Antlerless,Any Legal Weapon,Female Only,Public,,FALSE,,2026-04-rac-packet.pdf
EA1290,44,2026 ANTLERLESS ELK HUNT (2 OF 4),"EA1290 Manti, Ferron Lower Any Legal Weapon Sept 16 2026 - Nov 13 2026 – – – 36 4 40",,,,36,4,40,res_nr_split,Elk,"Manti, Ferron Lower",Antlerless,Any Legal Weapon,Female Only,Public,,FALSE,,2026-04-rac-packet.pdf
EA1017,44,2026 ANTLERLESS ELK HUNT (2 OF 4),"EA1017 Manti, Gordon Creek- Any Legal Weapon Nov 25 2026 - Jan 31 2027 90 10 100 90 10 100",90,10,100,90,10,100,res_nr_split,Elk,"Manti, Gordon Creek-Price Canyon",Antlerless,Any Legal Weapon,Female Only,Public,95,TRUE,5,2026-04-rac-packet.pdf
EA1018,44,2026 ANTLERLESS ELK HUNT (2 OF 4),"EA1018 Manti, Horn Mtn Any Legal Weapon Nov 19 2026 - Dec 31 2026 54 6 60 54 6 60",54,6,60,54,6,60,res_nr_split,Elk,"Manti, Horn Mtn",Antlerless,Any Legal Weapon,Female Only,Public,59,TRUE,1,2026-04-rac-packet.pdf
EA1020,44,2026 ANTLERLESS ELK HUNT (2 OF 4),"EA1020 Manti, Mohrland- Any Legal Weapon Nov 25 2026 - Jan 31 2027 108 12 120 108 12 120",108,12,120,108,12,120,res_nr_split,Elk,"Manti, Mohrland-Stump Flat",Antlerless,Any Legal Weapon,Female Only,Public,118,TRUE,2,2026-04-rac-packet.pdf
EA1022,44,2026 ANTLERLESS ELK HUNT (2 OF 4),"EA1022 Manti, North Any Legal Weapon Oct 03 2026 - Oct 15 2026 270 30 300 270 30 300",270,30,300,270,30,300,res_nr_split,Elk,"Manti, North",Antlerless,Any Legal Weapon,Female Only,Public,292,TRUE,8,2026-04-rac-packet.pdf
