year,hunt_number,hunt_name,species,sex_type,hunt_type,weapon,hunt_class,access_type,permits_res,permits_nr,permits_total,hunters,harvest,success_percent,avg_days,satisfaction,source_type
2025,EB3121,San Juan Bull Elk,Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,3.0,0.0,3.0,4.0,4.0,100.0,14.0,4.5,2025 carry-forward / hunt_join_2025
2026,EB3121,San Juan Bull Elk,Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,4.0,0.0,4.0,,,,,,2026 official/source build
2025,EB3122,Diamond Mtn,Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,3.0,0.0,3.0,4.0,4.0,100.0,8.3,4.0,2025 carry-forward / hunt_join_2025
2026,EB3122,Diamond Mtn,Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,3.0,0.0,3.0,,,,,,2026 official/source build
2025,EB3124,Wasatch Mtns,Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,20.0,2.0,22.0,24.0,16.0,66.7,14.9,3.6,2025 carry-forward / hunt_join_2025
2026,EB3124,Wasatch Mtns,Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,15.0,2.0,17.0,,,,,,2026 official/source build
2025,EB3126,Manti,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,186.0,21.0,207.0,208.0,144.0,69.2,6.0,3.8,2025 carry-forward / hunt_join_2025
2026,EB3126,Manti,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,175.0,20.0,195.0,,,,,,2026 official/source build
2025,EB3127,Wasatch Mtns,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,193.0,22.0,215.0,211.0,145.0,68.7,6.0,3.8,2025 carry-forward / hunt_join_2025
2026,EB3127,Wasatch Mtns,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,155.0,17.0,172.0,,,,,,2026 official/source build
2025,EB3128,"Box Elder, Grouse Creek",Elk,Male Only,Conservation,Multiseason,Conservation,Public,,,,1.0,1.0,100.0,10.0,1.0,2025 carry-forward / hunt_join_2025
2026,EB3128,"Box Elder, Grouse Creek",Elk,Male Only,Conservation,Multiseason,Conservation,Public,,,,,,,,,2026 official/source build
2025,EB3130,"Box Elder, Pilot Mtn",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,3.0,0.0,3.0,3.0,0.0,0.0,13.7,1.3,2025 carry-forward / hunt_join_2025
2026,EB3130,"Box Elder, Pilot Mtn",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,2.0,0.0,2.0,,,,,,2026 official/source build
2025,EB3132,"Cache, North",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,25.0,3.0,28.0,24.0,9.0,37.5,12.9,4.1,2025 carry-forward / hunt_join_2025
2026,EB3132,"Cache, North",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,22.0,2.0,24.0,,,,,,2026 official/source build
2025,EB3135,Barney Top/Kaiparowits,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,9.0,1.0,10.0,9.0,2.0,22.2,16.8,2.3,2025 carry-forward / hunt_join_2025
2026,EB3135,Barney Top/Kaiparowits,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,9.0,1.0,10.0,,,,,,2026 official/source build
2025,EB3136,"Southwest Desert, North",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,16.0,2.0,18.0,19.0,8.0,42.1,12.9,3.3,2025 carry-forward / hunt_join_2025
2026,EB3136,"Southwest Desert, North",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,21.0,2.0,23.0,,,,,,2026 official/source build
2025,EB3137,"West Desert, Deep Creek",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,13.0,1.0,14.0,13.0,8.0,61.5,10.9,4.3,2025 carry-forward / hunt_join_2025
2026,EB3137,"West Desert, Deep Creek",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,13.0,2.0,15.0,,,,,,2026 official/source build
2025,EB3139,"Cache, North",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,25.0,3.0,28.0,27.0,16.0,59.3,7.8,3.8,2025 carry-forward / hunt_join_2025
2026,EB3139,"Cache, North",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,22.0,2.0,24.0,,,,,,2026 official/source build
2025,EB3142,Barney Top/Kaiparowits,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,9.0,1.0,10.0,9.0,5.0,55.6,8.7,3.8,2025 carry-forward / hunt_join_2025
2026,EB3142,Barney Top/Kaiparowits,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,9.0,1.0,10.0,,,,,,2026 official/source build
2025,EB3143,"Southwest Desert, North",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,16.0,2.0,18.0,18.0,13.0,72.2,9.5,2.9,2025 carry-forward / hunt_join_2025
2026,EB3143,"Southwest Desert, North",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,21.0,2.0,23.0,,,,,,2026 official/source build
2025,EB3144,"West Desert, Deep Creek",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,13.0,1.0,14.0,14.0,11.0,78.6,8.2,3.8,2025 carry-forward / hunt_join_2025
2026,EB3144,"West Desert, Deep Creek",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,13.0,2.0,15.0,,,,,,2026 official/source build
2025,EB3145,Boulder,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,28.0,3.0,31.0,30.0,15.0,50.0,14.2,3.7,2025 carry-forward / hunt_join_2025
2026,EB3145,Boulder,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,31.0,4.0,35.0,,,,,,2026 official/source build
2025,EB3146,"Southwest Desert, South",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,37.0,4.0,41.0,43.0,19.0,44.2,12.7,3.6,2025 carry-forward / hunt_join_2025
2026,EB3146,"Southwest Desert, South",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,39.0,4.0,43.0,,,,,,2026 official/source build
2025,EB3147,"Box Elder, Grouse Creek",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,6.0,1.0,7.0,7.0,6.0,85.7,2.5,4.2,2025 carry-forward / hunt_join_2025
2026,EB3147,"Box Elder, Grouse Creek",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,6.0,1.0,7.0,,,,,,2026 official/source build
2025,EB3148,Boulder,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,12.0,1.0,13.0,14.0,13.0,92.9,2.4,4.3,2025 carry-forward / hunt_join_2025
2026,EB3148,Boulder,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,13.0,1.0,14.0,,,,,,2026 official/source build
2025,EB3149,"Southwest Desert, South",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,15.0,2.0,17.0,18.0,15.0,83.3,3.3,4.1,2025 carry-forward / hunt_join_2025
2026,EB3149,"Southwest Desert, South",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,16.0,2.0,18.0,,,,,,2026 official/source build
2025,EB3150,"Box Elder, Grouse Creek",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,12.0,1.0,13.0,12.0,10.0,83.3,5.4,3.8,2025 carry-forward / hunt_join_2025
2026,EB3150,"Box Elder, Grouse Creek",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,12.0,1.0,13.0,,,,,,2026 official/source build
2025,EB3151,Boulder,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,19.0,2.0,21.0,22.0,18.0,81.8,4.8,4.3,2025 carry-forward / hunt_join_2025
2026,EB3151,Boulder,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,22.0,2.0,24.0,,,,,,2026 official/source build
2025,EB3152,"Southwest Desert, South",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,25.0,3.0,28.0,30.0,27.0,90.0,5.1,3.6,2025 carry-forward / hunt_join_2025
2026,EB3152,"Southwest Desert, South",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,26.0,3.0,29.0,,,,,,2026 official/source build
2025,EB3153,"Box Elder, Grouse Creek",Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,2.0,1.0,3.0,3.0,3.0,100.0,4.7,4.0,2025 carry-forward / hunt_join_2025
2026,EB3153,"Box Elder, Grouse Creek",Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,2.0,1.0,3.0,,,,,,2026 official/source build
2025,EB3154,Boulder,Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,17.0,2.0,19.0,19.0,17.0,89.5,6.4,3.8,2025 carry-forward / hunt_join_2025
2026,EB3154,Boulder,Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,19.0,2.0,21.0,,,,,,2026 official/source build
2025,EB3155,"Southwest Desert, South",Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,22.0,2.0,24.0,27.0,18.0,66.7,6.9,3.8,2025 carry-forward / hunt_join_2025
2026,EB3155,"Southwest Desert, South",Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,23.0,3.0,26.0,,,,,,2026 official/source build
2025,EB3156,Boulder,Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,4.0,0.0,4.0,5.0,4.0,80.0,14.0,3.6,2025 carry-forward / hunt_join_2025
2026,EB3156,Boulder,Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,4.0,0.0,4.0,,,,,,2026 official/source build
2025,EB3157,"Southwest Desert, South",Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,5.0,0.0,5.0,7.0,6.0,85.7,13.0,4.3,2025 carry-forward / hunt_join_2025
2026,EB3157,"Southwest Desert, South",Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,5.0,0.0,5.0,,,,,,2026 official/source build
2025,EB3158,"Beaver, East",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,13.0,2.0,15.0,15.0,3.0,20.0,9.4,3.6,2025 carry-forward / hunt_join_2025
2026,EB3158,"Beaver, East",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,18.0,2.0,20.0,,,,,,2026 official/source build
2025,EB3159,"Beaver, East",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,25.0,3.0,28.0,28.0,25.0,89.3,5.3,4.4,2025 carry-forward / hunt_join_2025
2026,EB3159,"Beaver, East",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,27.0,3.0,30.0,,,,,,2026 official/source build
2025,EB3160,"Book Cliffs, Bitter Creek/East",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,20.0,2.0,22.0,23.0,10.0,43.5,12.6,2.9,2025 carry-forward / hunt_join_2025
2026,EB3160,"Book Cliffs, Bitter Creek/East",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,22.0,2.0,24.0,,,,,,2026 official/source build
2025,EB3161,"Book Cliffs, Bitter Creek/East",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,4.0,1.0,5.0,5.0,1.0,20.0,10.6,3.6,2025 carry-forward / hunt_join_2025
2026,EB3161,"Book Cliffs, Bitter Creek/East",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,4.0,1.0,5.0,,,,,,2026 official/source build
2025,EB3162,"Book Cliffs, Bitter Creek/East",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,8.0,1.0,9.0,10.0,8.0,80.0,3.7,3.9,2025 carry-forward / hunt_join_2025
2026,EB3162,"Book Cliffs, Bitter Creek/East",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,9.0,1.0,10.0,,,,,,2026 official/source build
2025,EB3163,"Book Cliffs, Bitter Creek/East",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,13.0,2.0,15.0,16.0,10.0,62.5,5.2,4.0,2025 carry-forward / hunt_join_2025
2026,EB3163,"Book Cliffs, Bitter Creek/East",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,14.0,2.0,16.0,,,,,,2026 official/source build
2025,EB3164,"Book Cliffs, Bitter Creek/East",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,23.0,3.0,26.0,26.0,16.0,61.5,5.8,3.3,2025 carry-forward / hunt_join_2025
2026,EB3164,"Book Cliffs, Bitter Creek/East",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,25.0,3.0,28.0,,,,,,2026 official/source build
2025,EB3165,"Book Cliffs, Bitter Creek/East",Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,3.0,0.0,3.0,4.0,4.0,100.0,4.8,3.5,2025 carry-forward / hunt_join_2025
2026,EB3165,"Book Cliffs, Bitter Creek/East",Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,3.0,0.0,3.0,,,,,,2026 official/source build
2025,EB3166,"Book Cliffs, Bitter Creek/East",Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,12.0,1.0,13.0,13.0,13.0,100.0,3.3,4.3,2025 carry-forward / hunt_join_2025
2026,EB3166,"Book Cliffs, Bitter Creek/East",Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,13.0,1.0,14.0,,,,,,2026 official/source build
2025,EB3167,"Book Cliffs, Little Creek Roadless",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,3.0,1.0,4.0,4.0,4.0,100.0,3.5,5.0,2025 carry-forward / hunt_join_2025
2026,EB3167,"Book Cliffs, Little Creek Roadless",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,4.0,1.0,5.0,,,,,,2026 official/source build
2025,EB3168,"Cache, Meadowville",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,4.0,1.0,5.0,3.0,0.0,0.0,4.3,3.3,2025 carry-forward / hunt_join_2025
2026,EB3168,"Cache, Meadowville",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,4.0,1.0,5.0,,,,,,2026 official/source build
2025,EB3169,"Cache, Meadowville",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,13.0,2.0,15.0,13.0,7.0,53.8,3.6,3.9,2025 carry-forward / hunt_join_2025
2026,EB3169,"Cache, Meadowville",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,11.0,1.0,12.0,,,,,,2026 official/source build
2025,EB3170,"Cache, South",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,4.0,1.0,5.0,4.0,1.0,25.0,11.3,3.0,2025 carry-forward / hunt_join_2025
2026,EB3170,"Cache, South",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,4.0,1.0,5.0,,,,,,2026 official/source build
2025,EB3171,"Cache, South",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,10.0,1.0,11.0,10.0,10.0,100.0,5.8,4.0,2025 carry-forward / hunt_join_2025
2026,EB3171,"Cache, South",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,11.0,1.0,12.0,,,,,,2026 official/source build
2025,EB3172,Manti,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,9.0,1.0,10.0,10.0,1.0,10.0,7.4,2.9,2025 carry-forward / hunt_join_2025
2026,EB3172,Manti,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,9.0,1.0,10.0,,,,,,2026 official/source build
2025,EB3173,Nebo/San Pitch Mtns,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,22.0,2.0,24.0,25.0,6.0,24.0,15.3,3.5,2025 carry-forward / hunt_join_2025
2026,EB3173,Nebo/San Pitch Mtns,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,29.0,3.0,32.0,,,,,,2026 official/source build
2025,EB3174,Nebo/San Pitch Mtns,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,9.0,1.0,10.0,8.0,5.0,62.5,8.4,3.3,2025 carry-forward / hunt_join_2025
2026,EB3174,Nebo/San Pitch Mtns,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,13.0,2.0,15.0,,,,,,2026 official/source build
2025,EB3175,Nebo/San Pitch Mtns,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,9.0,1.0,10.0,9.0,6.0,66.7,3.3,4.1,2025 carry-forward / hunt_join_2025
2026,EB3175,Nebo/San Pitch Mtns,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,12.0,1.0,13.0,,,,,,2026 official/source build
2025,EB3176,Nebo/San Pitch Mtns,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,14.0,2.0,16.0,18.0,13.0,72.2,5.0,4.1,2025 carry-forward / hunt_join_2025
2026,EB3176,Nebo/San Pitch Mtns,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,20.0,2.0,22.0,,,,,,2026 official/source build
2025,EB3177,Nebo/San Pitch Mtns,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,25.0,3.0,28.0,27.0,22.0,81.5,6.1,3.5,2025 carry-forward / hunt_join_2025
2026,EB3177,Nebo/San Pitch Mtns,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,34.0,4.0,38.0,,,,,,2026 official/source build
2025,EB3178,Nebo/San Pitch Mtns,Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,3.0,0.0,3.0,4.0,3.0,75.0,43.7,2.3,2025 carry-forward / hunt_join_2025
2026,EB3178,Nebo/San Pitch Mtns,Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,4.0,0.0,4.0,,,,,,2026 official/source build
2025,EB3179,Nebo/San Pitch Mtns,Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,13.0,1.0,14.0,12.0,9.0,75.0,6.3,3.3,2025 carry-forward / hunt_join_2025
2026,EB3179,Nebo/San Pitch Mtns,Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,17.0,2.0,19.0,,,,,,2026 official/source build
2025,EB3180,"Fillmore, Pahvant",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,13.0,2.0,15.0,14.0,2.0,14.3,9.5,3.2,2025 carry-forward / hunt_join_2025
2026,EB3180,"Fillmore, Pahvant",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,18.0,2.0,20.0,,,,,,2026 official/source build
2025,EB3181,"Fillmore, Pahvant",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,22.0,3.0,25.0,25.0,19.0,76.0,4.9,3.8,2025 carry-forward / hunt_join_2025
2026,EB3181,"Fillmore, Pahvant",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,22.0,3.0,25.0,,,,,,2026 official/source build
2025,EB3182,La Sal Mtns,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,9.0,1.0,10.0,7.0,0.0,0.0,8.7,3.3,2025 carry-forward / hunt_join_2025
2026,EB3182,La Sal Mtns,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,9.0,1.0,10.0,,,,,,2026 official/source build
2025,EB3183,La Sal Mtns,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,42.0,5.0,47.0,47.0,28.0,59.6,6.5,3.6,2025 carry-forward / hunt_join_2025
2026,EB3183,La Sal Mtns,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,42.0,5.0,47.0,,,,,,2026 official/source build
2025,EB3184,Monroe,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,7.0,1.0,8.0,7.0,2.0,28.6,10.2,4.5,2025 carry-forward / hunt_join_2025
2026,EB3184,Monroe,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,7.0,1.0,8.0,,,,,,2026 official/source build
2025,EB3185,Monroe,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,22.0,3.0,25.0,10.0,8.0,80.0,6.3,4.1,2025 carry-forward / hunt_join_2025
2026,EB3185,Monroe,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,24.0,3.0,27.0,,,,,,2026 official/source build
2025,EB3186,Mt Dutton,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,9.0,1.0,10.0,10.0,2.0,20.0,8.4,3.8,2025 carry-forward / hunt_join_2025
2026,EB3186,Mt Dutton,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,13.0,2.0,15.0,,,,,,2026 official/source build
2025,EB3187,Mt Dutton,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,22.0,2.0,24.0,25.0,18.0,72.0,5.8,3.8,2025 carry-forward / hunt_join_2025
2026,EB3187,Mt Dutton,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,22.0,3.0,25.0,,,,,,2026 official/source build
2025,EB3188,Panguitch Lake,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,9.0,1.0,10.0,10.0,6.0,60.0,8.4,3.9,2025 carry-forward / hunt_join_2025
2026,EB3188,Panguitch Lake,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,13.0,2.0,15.0,,,,,,2026 official/source build
2025,EB3189,Panguitch Lake,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,19.0,2.0,21.0,22.0,19.0,86.4,6.7,3.6,2025 carry-forward / hunt_join_2025
2026,EB3189,Panguitch Lake,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,20.0,2.0,22.0,,,,,,2026 official/source build
2025,EB3190,Boulder,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,4.0,1.0,5.0,5.0,1.0,20.0,11.3,2.3,2025 carry-forward / hunt_join_2025
2026,EB3190,Boulder,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,4.0,1.0,5.0,,,,,,2026 official/source build
2025,EB3191,Boulder,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,33.0,4.0,37.0,38.0,28.0,73.7,6.2,4.5,2025 carry-forward / hunt_join_2025
2026,EB3191,Boulder,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,37.0,4.0,41.0,,,,,,2026 official/source build
2025,EB3192,Fishlake/Thousand Lakes,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,13.0,2.0,15.0,12.0,3.0,25.0,9.4,3.7,2025 carry-forward / hunt_join_2025
2026,EB3192,Fishlake/Thousand Lakes,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,13.0,2.0,15.0,,,,,,2026 official/source build
2025,EB3193,San Juan Bull Elk,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,9.0,1.0,10.0,8.0,1.0,12.5,8.0,3.7,2025 carry-forward / hunt_join_2025
2026,EB3193,San Juan Bull Elk,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,9.0,1.0,10.0,,,,,,2026 official/source build
2025,EB3194,San Juan Bull Elk,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,31.0,3.0,34.0,35.0,31.0,88.6,5.4,4.0,2025 carry-forward / hunt_join_2025
2026,EB3194,San Juan Bull Elk,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,33.0,4.0,37.0,,,,,,2026 official/source build
2025,EB3195,Diamond Mtn,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,4.0,1.0,5.0,5.0,1.0,20.0,5.8,3.3,2025 carry-forward / hunt_join_2025
2026,EB3195,Diamond Mtn,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,4.0,1.0,5.0,,,,,,2026 official/source build
2025,EB3196,Diamond Mtn,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,15.0,2.0,17.0,18.0,11.0,61.1,5.0,2.8,2025 carry-forward / hunt_join_2025
2026,EB3196,Diamond Mtn,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,17.0,2.0,19.0,,,,,,2026 official/source build
2025,EB3197,"Southwest Desert, South",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,9.0,1.0,10.0,8.0,1.0,12.5,9.5,3.3,2025 carry-forward / hunt_join_2025
2026,EB3197,"Southwest Desert, South",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,18.0,2.0,20.0,,,,,,2026 official/source build
2025,EB3198,"Southwest Desert, South",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,43.0,5.0,48.0,49.0,34.0,69.4,5.2,3.2,2025 carry-forward / hunt_join_2025
2026,EB3198,"Southwest Desert, South",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,46.0,5.0,51.0,,,,,,2026 official/source build
2025,EB3199,Wasatch Mtns,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,9.0,1.0,10.0,8.0,1.0,12.5,8.4,3.3,2025 carry-forward / hunt_join_2025
2026,EB3199,Wasatch Mtns,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,9.0,1.0,10.0,,,,,,2026 official/source build
2025,EB3205,East Canyon,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,9.0,1.0,10.0,7.0,3.0,42.9,4.5,3.2,2025 carry-forward / hunt_join_2025
2026,EB3205,East Canyon,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,7.0,1.0,8.0,,,,,,2026 official/source build
2025,EB3208,Morgan-South Rich,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,9.0,1.0,10.0,10.0,9.0,90.0,2.7,4.2,2025 carry-forward / hunt_join_2025
