year,hunt_number,hunt_name,species,sex_type,hunt_type,weapon,hunt_class,access_type,permits_res,permits_nr,permits_total,hunters,harvest,success_percent,avg_days,satisfaction,source_type
2026,EB1007,Draw-only Youth Any Bull/Hunters Choice Elk,Elk,Male Only,General Season - Any Bull,Any Legal Weapon,General Any Bull,Public,,,750.0,,,,,,2026 official/source build
2025,EB1009,Spike Only Elk Units - Multiseason,Elk,Male Only,General Season - Spike Bull,Multiseason,Spike Only,Public,,,,3688.0,925.0,25.1,8.9,3.3,2025 carry-forward / hunt_join_2025
2026,EB1009,Spike Only Elk Units - Multiseason,Elk,Male Only,General Season - Spike Bull,Multiseason,Spike Only,Public,,,,,,,,,2026 official/source build
2025,EB1010,Any Bull Elk Units,Elk,Male Only,General Season - Any Bull,Any Legal Weapon,General Any Bull,Public,,,,3260.0,473.0,14.5,4.0,2.9,2025 carry-forward / hunt_join_2025
2026,EB1010,Any Bull Elk Units,Elk,Male Only,General Season - Any Bull,Any Legal Weapon,General Any Bull,Public,,,,,,,,,2026 official/source build
2025,EB1011,Youth General Season Bull Elk,Elk,Male Only,General Season - Youth,Any Legal Weapon,Youth,Public,,,,3558.0,624.0,17.5,5.7,3.1,2025 carry-forward / hunt_join_2025
2026,EB1011,Youth General Season Bull Elk,Elk,Male Only,General Season - Youth,Any Legal Weapon,Youth,Public,,,,,,,,,2026 official/source build
2025,EB1012,Uinta Basin Private Lands Any Bull Elk,Elk,Male Only,General Season - Any Bull,Any Legal Weapon,General Any Bull,Public,,,,412.0,227.0,55.1,9.9,3.6,2025 carry-forward / hunt_join_2025
2026,EB1012,Uinta Basin Private Lands Any Bull Elk,Elk,Male Only,General Season - Any Bull,Any Legal Weapon,General Any Bull,Public,,,500.0,,,,,,2026 official/source build
2025,EB3000,"Beaver, East",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,22.0,2.0,24.0,26.0,20.0,76.9,12.8,4.5,2025 carry-forward / hunt_join_2025
2026,EB3000,"Beaver, East",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,22.0,3.0,25.0,,,,,,2026 official/source build
2025,EB3002,"Book Cliffs, Little Creek Roadless",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,3.0,0.0,3.0,3.0,2.0,66.7,6.7,4.7,2025 carry-forward / hunt_join_2025
2026,EB3002,"Book Cliffs, Little Creek Roadless",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,4.0,0.0,4.0,,,,,,2026 official/source build
2025,EB3003,"Cache, Meadowville",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,11.0,1.0,12.0,10.0,2.0,20.0,8.4,3.9,2025 carry-forward / hunt_join_2025
2026,EB3003,"Cache, Meadowville",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,9.0,1.0,10.0,,,,,,2026 official/source build
2025,EB3005,"Cache, South",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,9.0,1.0,10.0,10.0,4.0,40.0,9.9,3.3,2025 carry-forward / hunt_join_2025
2026,EB3005,"Cache, South",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,10.0,1.0,11.0,,,,,,2026 official/source build
2025,EB3006,Manti,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,157.0,18.0,175.0,171.0,52.0,30.4,13.9,3.7,2025 carry-forward / hunt_join_2025
2026,EB3006,Manti,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,148.0,17.0,165.0,,,,,,2026 official/source build
2025,EB3008,"Fillmore, Pahvant",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,19.0,2.0,21.0,22.0,7.0,31.8,13.0,3.4,2025 carry-forward / hunt_join_2025
2026,EB3008,"Fillmore, Pahvant",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,19.0,2.0,21.0,,,,,,2026 official/source build
2025,EB3009,La Sal Mtns,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,36.0,4.0,40.0,41.0,17.0,41.5,11.4,3.6,2025 carry-forward / hunt_join_2025
2026,EB3009,La Sal Mtns,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,36.0,4.0,40.0,,,,,,2026 official/source build
2025,EB3010,Monroe,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,19.0,2.0,21.0,2.0,2.0,100.0,5.0,3.0,2025 carry-forward / hunt_join_2025
2026,EB3010,Monroe,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,21.0,2.0,23.0,,,,,,2026 official/source build
2025,EB3011,Mt Dutton,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,18.0,2.0,20.0,21.0,8.0,38.1,14.3,3.6,2025 carry-forward / hunt_join_2025
2026,EB3011,Mt Dutton,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,19.0,2.0,21.0,,,,,,2026 official/source build
2025,EB3013,"North Slope, Three Corners",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,6.0,1.0,7.0,8.0,3.0,37.5,10.1,3.1,2025 carry-forward / hunt_join_2025
2026,EB3013,"North Slope, Three Corners",Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,6.0,1.0,7.0,,,,,,2026 official/source build
2025,EB3015,Panguitch Lake,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,16.0,2.0,18.0,18.0,7.0,38.9,15.1,3.6,2025 carry-forward / hunt_join_2025
2026,EB3015,Panguitch Lake,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,17.0,2.0,19.0,,,,,,2026 official/source build
2025,EB3018,Fishlake/Thousand Lakes,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,81.0,9.0,90.0,87.0,29.0,33.3,13.1,3.5,2025 carry-forward / hunt_join_2025
2026,EB3018,Fishlake/Thousand Lakes,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,84.0,9.0,93.0,,,,,,2026 official/source build
2025,EB3019,San Juan Bull Elk,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,26.0,3.0,29.0,29.0,16.0,55.2,15.1,3.4,2025 carry-forward / hunt_join_2025
2026,EB3019,San Juan Bull Elk,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,29.0,3.0,32.0,,,,,,2026 official/source build
2025,EB3020,Diamond Mtn,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,22.0,3.0,25.0,25.0,7.0,28.0,13.1,2.9,2025 carry-forward / hunt_join_2025
2026,EB3020,Diamond Mtn,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,25.0,3.0,28.0,,,,,,2026 official/source build
2025,EB3022,Wasatch Mtns,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,164.0,18.0,182.0,169.0,43.0,25.4,13.4,3.3,2025 carry-forward / hunt_join_2025
2026,EB3022,Wasatch Mtns,Elk,Male Only,Limited Entry,Archery,Limited Entry,Public,130.0,15.0,145.0,,,,,,2026 official/source build
2025,EB3024,"Beaver, East",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,9.0,1.0,10.0,11.0,10.0,90.9,2.5,3.9,2025 carry-forward / hunt_join_2025
2026,EB3024,"Beaver, East",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,9.0,1.0,10.0,,,,,,2026 official/source build
2025,EB3025,"Beaver, East",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,14.0,2.0,16.0,17.0,15.0,88.2,3.9,4.3,2025 carry-forward / hunt_join_2025
2026,EB3025,"Beaver, East",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,15.0,2.0,17.0,,,,,,2026 official/source build
2025,EB3028,"Book Cliffs, Little Creek Roadless",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,2.0,0.0,2.0,2.0,2.0,100.0,1.0,4.0,2025 carry-forward / hunt_join_2025
2026,EB3028,"Book Cliffs, Little Creek Roadless",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,3.0,0.0,3.0,,,,,,2026 official/source build
2025,EB3031,"Box Elder, Pilot Mtn",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,9.0,1.0,10.0,12.0,9.0,75.0,8.0,2.7,2025 carry-forward / hunt_join_2025
2026,EB3031,"Box Elder, Pilot Mtn",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,6.0,1.0,7.0,,,,,,2026 official/source build
2025,EB3032,"Cache, Meadowville",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,4.0,1.0,5.0,6.0,3.0,50.0,2.5,3.5,2025 carry-forward / hunt_join_2025
2026,EB3032,"Cache, Meadowville",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,3.0,1.0,4.0,,,,,,2026 official/source build
2025,EB3033,"Cache, Meadowville",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,7.0,1.0,8.0,8.0,4.0,50.0,3.0,3.8,2025 carry-forward / hunt_join_2025
2026,EB3033,"Cache, Meadowville",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,6.0,1.0,7.0,,,,,,2026 official/source build
2025,EB3036,"Cache, South",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,4.0,0.0,4.0,4.0,4.0,100.0,2.3,4.7,2025 carry-forward / hunt_join_2025
2026,EB3036,"Cache, South",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,4.0,0.0,4.0,,,,,,2026 official/source build
2025,EB3037,"Cache, South",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,5.0,1.0,6.0,6.0,4.0,66.7,5.4,4.2,2025 carry-forward / hunt_join_2025
2026,EB3037,"Cache, South",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,6.0,1.0,7.0,,,,,,2026 official/source build
2025,EB3038,Manti,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,65.0,7.0,72.0,72.0,51.0,70.8,3.1,4.1,2025 carry-forward / hunt_join_2025
2026,EB3038,Manti,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,61.0,7.0,68.0,,,,,,2026 official/source build
2025,EB3039,Manti,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,108.0,12.0,120.0,122.0,99.0,81.1,4.4,3.8,2025 carry-forward / hunt_join_2025
2026,EB3039,Manti,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,102.0,11.0,113.0,,,,,,2026 official/source build
2025,EB3042,"Fillmore, Pahvant",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,8.0,1.0,9.0,16.0,11.0,68.8,3.3,3.8,2025 carry-forward / hunt_join_2025
2026,EB3042,"Fillmore, Pahvant",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,8.0,1.0,9.0,,,,,,2026 official/source build
2025,EB3043,"Fillmore, Pahvant",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,13.0,2.0,15.0,15.0,10.0,66.7,5.7,3.1,2025 carry-forward / hunt_join_2025
2026,EB3043,"Fillmore, Pahvant",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,13.0,2.0,15.0,,,,,,2026 official/source build
2025,EB3044,Dolores Triangle,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,6.0,1.0,7.0,7.0,6.0,85.7,12.7,4.0,2025 carry-forward / hunt_join_2025
2026,EB3044,Dolores Triangle,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,6.0,1.0,7.0,,,,,,2026 official/source build
2025,EB3045,La Sal Mtns,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,14.0,2.0,16.0,17.0,8.0,47.1,3.9,4.0,2025 carry-forward / hunt_join_2025
2026,EB3045,La Sal Mtns,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,14.0,2.0,16.0,,,,,,2026 official/source build
2025,EB3046,La Sal Mtns,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,24.0,3.0,27.0,28.0,12.0,42.9,5.5,3.8,2025 carry-forward / hunt_join_2025
2026,EB3046,La Sal Mtns,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,24.0,3.0,27.0,,,,,,2026 official/source build
2025,EB3047,Monroe,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,8.0,1.0,9.0,7.0,7.0,100.0,2.2,4.5,2025 carry-forward / hunt_join_2025
2026,EB3047,Monroe,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,8.0,1.0,9.0,,,,,,2026 official/source build
2025,EB3048,Monroe,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,13.0,1.0,14.0,15.0,14.0,93.3,4.1,4.3,2025 carry-forward / hunt_join_2025
2026,EB3048,Monroe,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,13.0,2.0,15.0,,,,,,2026 official/source build
2025,EB3049,Mt Dutton,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,7.0,1.0,8.0,8.0,7.0,87.5,2.4,4.1,2025 carry-forward / hunt_join_2025
2026,EB3049,Mt Dutton,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,8.0,1.0,9.0,,,,,,2026 official/source build
2025,EB3050,Mt Dutton,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,13.0,1.0,14.0,15.0,14.0,93.3,4.4,4.5,2025 carry-forward / hunt_join_2025
2026,EB3050,Mt Dutton,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,13.0,2.0,15.0,,,,,,2026 official/source build
2025,EB3053,"North Slope, Three Corners",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,9.0,1.0,10.0,11.0,10.0,90.9,3.4,4.3,2025 carry-forward / hunt_join_2025
2026,EB3053,"North Slope, Three Corners",Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,9.0,1.0,10.0,,,,,,2026 official/source build
2025,EB3056,Panguitch Lake,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,6.0,1.0,7.0,12.0,11.0,91.7,3.3,4.5,2025 carry-forward / hunt_join_2025
2026,EB3056,Panguitch Lake,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,7.0,1.0,8.0,,,,,,2026 official/source build
2025,EB3057,Panguitch Lake,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,11.0,1.0,12.0,13.0,11.0,84.6,4.1,4.6,2025 carry-forward / hunt_join_2025
2026,EB3057,Panguitch Lake,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,12.0,1.0,13.0,,,,,,2026 official/source build
2025,EB3063,Fishlake/Thousand Lakes,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,33.0,4.0,37.0,38.0,32.0,84.2,3.6,3.7,2025 carry-forward / hunt_join_2025
2026,EB3063,Fishlake/Thousand Lakes,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,34.0,4.0,38.0,,,,,,2026 official/source build
2025,EB3064,Fishlake/Thousand Lakes,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,96.0,11.0,107.0,107.0,62.0,57.9,6.8,3.4,2025 carry-forward / hunt_join_2025
2026,EB3064,Fishlake/Thousand Lakes,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,99.0,11.0,110.0,,,,,,2026 official/source build
2025,EB3065,Fishlake/Thousand Lakes,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,56.0,6.0,62.0,64.0,54.0,84.4,4.5,3.6,2025 carry-forward / hunt_join_2025
2026,EB3065,Fishlake/Thousand Lakes,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,57.0,6.0,63.0,,,,,,2026 official/source build
2025,EB3066,San Juan Bull Elk,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,11.0,1.0,12.0,19.0,15.0,78.9,3.9,3.8,2025 carry-forward / hunt_join_2025
2026,EB3066,San Juan Bull Elk,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,12.0,1.0,13.0,,,,,,2026 official/source build
2025,EB3067,San Juan Bull Elk,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,18.0,2.0,20.0,20.0,14.0,70.0,5.4,4.0,2025 carry-forward / hunt_join_2025
2026,EB3067,San Juan Bull Elk,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,20.0,2.0,22.0,,,,,,2026 official/source build
2025,EB3068,Diamond Mtn,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,9.0,1.0,10.0,11.0,9.0,81.8,2.7,4.2,2025 carry-forward / hunt_join_2025
2026,EB3068,Diamond Mtn,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,10.0,1.0,11.0,,,,,,2026 official/source build
2025,EB3069,Diamond Mtn,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,27.0,3.0,30.0,30.0,24.0,80.0,6.5,3.3,2025 carry-forward / hunt_join_2025
2026,EB3069,Diamond Mtn,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,30.0,3.0,33.0,,,,,,2026 official/source build
2025,EB3072,Wasatch Mtns,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,67.0,7.0,74.0,74.0,50.0,67.6,3.3,3.7,2025 carry-forward / hunt_join_2025
2026,EB3072,Wasatch Mtns,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,54.0,6.0,60.0,,,,,,2026 official/source build
2025,EB3073,Wasatch Mtns,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,112.0,12.0,124.0,123.0,91.0,74.0,4.6,4.0,2025 carry-forward / hunt_join_2025
2026,EB3073,Wasatch Mtns,Elk,Male Only,Limited Entry,Any Legal Weapon,Limited Entry,Public,89.0,10.0,99.0,,,,,,2026 official/source build
2025,EB3077,"Beaver, East",Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,13.0,1.0,14.0,14.0,13.0,92.9,5.1,4.2,2025 carry-forward / hunt_join_2025
2026,EB3077,"Beaver, East",Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,13.0,2.0,15.0,,,,,,2026 official/source build
2025,EB3079,"Book Cliffs, Little Creek Roadless",Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,2.0,0.0,2.0,1.0,1.0,100.0,2.0,5.0,2025 carry-forward / hunt_join_2025
2026,EB3079,"Book Cliffs, Little Creek Roadless",Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,2.0,0.0,2.0,,,,,,2026 official/source build
2025,EB3081,"Cache, Meadowville",Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,6.0,1.0,7.0,7.0,3.0,42.9,6.6,3.7,2025 carry-forward / hunt_join_2025
2026,EB3081,"Cache, Meadowville",Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,5.0,1.0,6.0,,,,,,2026 official/source build
2025,EB3083,"Cache, South",Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,5.0,1.0,6.0,6.0,4.0,66.7,6.3,3.5,2025 carry-forward / hunt_join_2025
2026,EB3083,"Cache, South",Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,5.0,1.0,6.0,,,,,,2026 official/source build
2025,EB3084,Manti,Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,94.0,11.0,105.0,104.0,75.0,72.1,5.5,3.9,2025 carry-forward / hunt_join_2025
2026,EB3084,Manti,Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,89.0,10.0,99.0,,,,,,2026 official/source build
2025,EB3086,"Fillmore, Pahvant",Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,12.0,1.0,13.0,13.0,9.0,69.2,7.5,4.1,2025 carry-forward / hunt_join_2025
2026,EB3086,"Fillmore, Pahvant",Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,12.0,1.0,13.0,,,,,,2026 official/source build
2025,EB3087,La Sal Mtns,Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,22.0,2.0,24.0,24.0,14.0,58.3,5.9,3.9,2025 carry-forward / hunt_join_2025
2026,EB3087,La Sal Mtns,Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,22.0,2.0,24.0,,,,,,2026 official/source build
2025,EB3088,Monroe,Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,11.0,1.0,12.0,6.0,5.0,83.3,5.5,4.8,2025 carry-forward / hunt_join_2025
2026,EB3088,Monroe,Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,13.0,1.0,14.0,,,,,,2026 official/source build
2025,EB3089,Mt Dutton,Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,11.0,1.0,12.0,12.0,8.0,66.7,4.4,3.8,2025 carry-forward / hunt_join_2025
2026,EB3089,Mt Dutton,Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,12.0,1.0,13.0,,,,,,2026 official/source build
2025,EB3091,"North Slope, Three Corners",Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,4.0,0.0,4.0,4.0,3.0,75.0,5.3,4.8,2025 carry-forward / hunt_join_2025
2026,EB3091,"North Slope, Three Corners",Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,4.0,0.0,4.0,,,,,,2026 official/source build
2025,EB3093,Panguitch Lake,Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,10.0,1.0,11.0,12.0,9.0,75.0,6.2,4.2,2025 carry-forward / hunt_join_2025
2026,EB3093,Panguitch Lake,Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,10.0,1.0,11.0,,,,,,2026 official/source build
2025,EB3096,Fishlake/Thousand Lakes,Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,49.0,5.0,54.0,55.0,42.0,76.4,5.3,4.0,2025 carry-forward / hunt_join_2025
2026,EB3096,Fishlake/Thousand Lakes,Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,50.0,6.0,56.0,,,,,,2026 official/source build
2025,EB3097,San Juan Bull Elk,Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,15.0,2.0,17.0,17.0,13.0,76.5,6.5,3.8,2025 carry-forward / hunt_join_2025
2026,EB3097,San Juan Bull Elk,Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,17.0,2.0,19.0,,,,,,2026 official/source build
2025,EB3098,Diamond Mtn,Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,13.0,2.0,15.0,15.0,10.0,66.7,6.5,3.8,2025 carry-forward / hunt_join_2025
2026,EB3098,Diamond Mtn,Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,15.0,2.0,17.0,,,,,,2026 official/source build
2025,EB3100,Wasatch Mtns,Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,98.0,11.0,109.0,108.0,71.0,65.7,5.3,3.9,2025 carry-forward / hunt_join_2025
2026,EB3100,Wasatch Mtns,Elk,Male Only,Limited Entry,Muzzleloader,Limited Entry,Public,78.0,9.0,87.0,,,,,,2026 official/source build
2025,EB3102,"Beaver, East",Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,3.0,0.0,3.0,3.0,3.0,100.0,3.7,4.7,2025 carry-forward / hunt_join_2025
2026,EB3102,"Beaver, East",Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,3.0,0.0,3.0,,,,,,2026 official/source build
2025,EB3104,"Book Cliffs, Little Creek Roadless",Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,1.0,0.0,1.0,1.0,1.0,100.0,1.0,5.0,2025 carry-forward / hunt_join_2025
2026,EB3104,"Book Cliffs, Little Creek Roadless",Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,1.0,0.0,1.0,,,,,,2026 official/source build
2025,EB3105,"Cache, Meadowville",Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,1.0,0.0,1.0,2.0,2.0,100.0,2.0,5.0,2025 carry-forward / hunt_join_2025
2026,EB3105,"Cache, Meadowville",Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,1.0,0.0,1.0,,,,,,2026 official/source build
2025,EB3107,"Cache, South",Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,1.0,0.0,1.0,2.0,2.0,100.0,50.0,4.0,2025 carry-forward / hunt_join_2025
2026,EB3107,"Cache, South",Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,1.0,0.0,1.0,,,,,,2026 official/source build
2025,EB3108,Manti,Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,19.0,2.0,21.0,23.0,17.0,73.9,13.3,4.4,2025 carry-forward / hunt_join_2025
2026,EB3108,Manti,Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,18.0,2.0,20.0,,,,,,2026 official/source build
2025,EB3110,"Fillmore, Pahvant",Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,3.0,0.0,3.0,4.0,2.0,50.0,11.0,3.0,2025 carry-forward / hunt_join_2025
2026,EB3110,"Fillmore, Pahvant",Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,3.0,0.0,3.0,,,,,,2026 official/source build
2025,EB3111,La Sal Mtns,Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,5.0,0.0,5.0,7.0,7.0,100.0,10.4,4.7,2025 carry-forward / hunt_join_2025
2026,EB3111,La Sal Mtns,Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,5.0,0.0,5.0,,,,,,2026 official/source build
2025,EB3112,Monroe,Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,2.0,0.0,2.0,1.0,1.0,100.0,23.0,3.0,2025 carry-forward / hunt_join_2025
2026,EB3112,Monroe,Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,3.0,0.0,3.0,,,,,,2026 official/source build
2025,EB3113,Mt Dutton,Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,2.0,0.0,2.0,3.0,2.0,66.7,12.3,4.3,2025 carry-forward / hunt_join_2025
2026,EB3113,Mt Dutton,Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,3.0,0.0,3.0,,,,,,2026 official/source build
2025,EB3115,"North Slope, Three Corners",Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,1.0,0.0,1.0,2.0,2.0,100.0,10.5,5.0,2025 carry-forward / hunt_join_2025
2026,EB3115,"North Slope, Three Corners",Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,1.0,0.0,1.0,,,,,,2026 official/source build
2025,EB3117,Panguitch Lake,Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,2.0,0.0,2.0,3.0,2.0,66.7,11.5,3.5,2025 carry-forward / hunt_join_2025
2026,EB3117,Panguitch Lake,Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,2.0,0.0,2.0,,,,,,2026 official/source build
2025,EB3120,Fishlake/Thousand Lakes,Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,10.0,1.0,11.0,13.0,9.0,69.2,19.8,3.0,2025 carry-forward / hunt_join_2025
2026,EB3120,Fishlake/Thousand Lakes,Elk,Male Only,Limited Entry,Multiseason,Limited Entry,Public,10.0,1.0,11.0,,,,,,2026 official/source build
